alpha_2,region,,flag,大洲:,origin name,Let's Go,,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01
NL,荷兰,其他,https://www.fluentpython.com/data/flags/nl/nl.gif,欧洲,NL,0,0,61325712,76657140,76657140,107319996,122651424,137982852,168645708,199308564,214639992,229971420,245302848,275965704,275965704,291297132,321959988,321959988,321959988,337291416,367954272,383285700,398617128,429279984,444611412,444611412,459942840,475274268,490605696,505937124,505937124,521268552,536599980,567262836,597925692,613257120,628588548,643919976,659251404,689914260,720577116,751239972,766571400,797234256,827897112,858559968,873891396,904554252,935217108,950548536,965879964,981211392,996542820,1027205676,1057868532,1088531388,1119194244,1149857100,1195851384,1257177096,1287839952,1318502808,1349165664,1379828520,1425822804,1502479944,1548474228,1579137084,1625131368,1671125652,1732451364,1763114220,1809108504,1855102788,1885765644,1916428500,1947091356,1977754212,2023748496,2069742780,2100405636,2131068492,2161731348,2192394204,2238388488,2284382772,2330377056,2376371340,2453028480,2591011332,2637005616,2682999900,2744325612,2805651324,2851645608,2912971320,2958965604,3020291316,3096948456,3173605596,3250262736,3326919876,3403577016,3495565584,3572222724,3648879864,3725537004,3802194144,3970839852,4124154132,4231474128,4354125552,4507439832,4645422684,4829399820,5013376956,5182022664,5611302648,5917931208,6224559768,6531188328,7006462596,7389748296,7742371140,8125656840,8478279684,8800239672,9152862516,9428828220,9750788208,10057416768,10486696752,10854651024,11161279584,11513902428,11835862416,12173153832,12571770960,13001050944,13384336644,13706296632,14120245188,14610850884,15193445148,15592062276,15975347976,16373965104,16879902228,17523822204,18719673588,19164285000,19562902128,19976850684,20375467812,20988724932,21571319196,22077256320,22613856300,23119793424,23656393404,24192993384,24760256220,25266193344,25879450464,26829999000,27581238972,28271153232,28899741780,29712307464,30432884580,31076804556,31904701668,32594615928,33315193044,34005107304,34710352992,35354272968,36105512940,36902747196,37730644308,38481884280,39417101388,40290992784,41226209892,42422061276,43479929808,44568461196,45549672588,46714861116,47818723932,49152558168,50547718116,52525472328,54349912260,55990375056,57523517856,58397409252,59087323512,59853894912,60697123452,62046289116,63211477644,64775283300,65741163264,66599723232,67780243188,69037420284,70125951672,71245145916,72165031596,73038922992,73820825820,74633391504,75491951472,76289185728,77178408552,78067631376,78910859916,79815414168,80627979852,81486539820
JO,约旦,其他,https://www.fluentpython.com/data/flags/jo/jo.gif,亚洲,JO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245302848,245302848,245302848,245302848,245302848,245302848,245302848,398617128,398617128,398617128,398617128,398617128,398617128,536599980,643919976,751239972,751239972,751239972,858559968,858559968,950548536,950548536,950548536,950548536,1134525672,1134525672,1134525672,1134525672,1257177096,1257177096,1257177096,1410491376,1410491376,1487148516,1640462796,1640462796,1839771360,1839771360,1839771360,1839771360,1901097072,1901097072,1962422784,1962422784,1962422784,2023748496,2085074208,2207725632,2269051344,2269051344,2269051344,2330377056,2422365624,2437697052,2437697052,2468359908,2483691336,2514354192,2514354192,2514354192,2575679904,2652337044,2682999900,2698331328,2698331328,2759657040,2790319896,2805651324,2820982752,2851645608,2882308464,2897639892,2958965604,3004959888,3020291316,3066285600,3081617028,3096948456,3188937024,3265594164,3342251304,3434239872,3541559868,3602885580,3664211292,3725537004,3740868432,3786862716,3832857000,3924845568,4016834136,4078159848,4124154132,4185479844,4231474128,4308131268,4415451264,4492108404,4645422684,4722079824,4875394104,4936719816,5028708384,5228016948,5411994084,5611302648,6071245488,6408536904,6623176896,7297759728,7819028280,8324965404,8922891096,9198856800,9582142500,10026753912,10777993884,11253268152,11713210992,12142490976,12495113820,12832405236,13353673788,13736959488,14135576616,14656845168,15224108004,15806702268,16542610812,17140536504,17876445048,19026302148,19946187828,20988724932,21969936324,23457084840,24698930508,25848787608,27059970420,28087176096,29267696052,30371558868,31490753112,32855250204,34388393004,35522918676,36749432916,38067935724,39202461396,40183672788,40980907044,42176758428,43372609812,44384484060,45503678304,46484889696,47527426800,48339992484,49229215308,50976998100,51942878064,52893426600,54027952272,54855849384,55331123652,56036369340,56940923592,58382077824,59577929208,60896432016,61739660556,62429574816,63242140500,64759951872,66063123252,67059666072,68163528888,69282723132,70432580232,71766414468,73207568700,74342094372,75553277184,76764459996,78006305664,79186825620,80244694152,81317894112
FR,法国,其他,https://www.fluentpython.com/data/flags/fr/fr.gif,欧洲,FR,0,0,30662856,61325712,76657140,107319996,122651424,168645708,199308564,245302848,291297132,306628560,337291416,367954272,383285700,413948556,444611412,475274268,490605696,521268552,551931408,597925692,613257120,628588548,643919976,674582832,705245688,735908544,751239972,781902828,797234256,812565684,827897112,858559968,889222824,919885680,950548536,965879964,996542820,1027205676,1057868532,1088531388,1119194244,1149857100,1180519956,1211182812,1241845668,1272508524,1303171380,1333834236,1364497092,1395159948,1425822804,1456485660,1502479944,1548474228,1594468512,1625131368,1655794224,1701788508,1747782792,1793777076,1824439932,1855102788,1901097072,1962422784,2008417068,2054411352,2131068492,2177062776,2269051344,2315045628,2361039912,2407034196,2453028480,2499022764,2545017048,2575679904,2621674188,2667668472,2713662756,2744325612,2790319896,2851645608,2897639892,2928302748,2974297032,3020291316,3066285600,3112279884,3158274168,3204268452,3234931308,3265594164,3311588448,3372914160,3418908444,3464902728,3495565584,3541559868,3587554152,3633548436,3679542720,3740868432,3786862716,3832857000,3940176996,4016834136,4093491276,4170148416,4246805556,4308131268,4354125552,4400119836,4492108404,4568765544,4676085540,4814068392,4952051244,5090034096,5212685520,5335336944,5442656940,5580639792,5733954072,5887268352,6040582632,6193896912,6393205476,6607845468,6837816888,7282428300,7527731148,7742371140,7987673988,8370959688,8662256820,9030211092,9413496792,9689462496,10042085340,10440702468,10885313880,11360588148,11697879564,12081165264,12418456680,12924393804,13445662356,14380879464,14917479444,15346759428,15806702268,16251313680,16726587948,17309182212,17723130768,18198405036,18658347876,19118290716,19516907844,19992182112,20436793524,20881404936,21601982052,22245902028,22828496292,23380427700,24085673388,24637604796,25174204776,25879450464,26416050444,26952650424,27458587548,27979856100,28531787508,29252364624,29880953172,30647524572,31337438832,31966027380,32563953072,33192541620,34127758728,35032312980,35844878664,36626781492,37546667172,38451221424,39386438532,40474969920,41900792724,43142638392,44231169780,45304369740,45978952572,46484889696,47236129668,48278666772,49566506724,50976998100,52310832336,53399363724,54119940840,55039826520,56588300748,58044786408,59531934924,60896432016,62260929108,63518106204,65035917576,66783700368,68301511740,70325260236,72149700168,74050797240,75798580032,77454374256,79508785608
BO,玻利维亚,其他,https://www.fluentpython.com/data/flags/bo/bo.gif,南美,BO,0,0,0,0,1042537104,1042537104,1042537104,1042537104,1042537104,1042537104,1042537104,1042537104,1042537104,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,3020291316,3020291316,3342251304,3694874148,3694874148,3694874148,4078159848,4078159848,4078159848,4078159848,4078159848,4078159848,4415451264,4415451264,4691416968,4691416968,4691416968,4691416968,4691416968,4906056960,5120696952,5519314080,5519314080,5519314080,5519314080,5519314080,5519314080,5519314080,5718622644,6347211192,6347211192,6730496892,6730496892,6730496892,6730496892,7190439732,7190439732,7190439732,7589056860,7788365424,7788365424,8186982552,8186982552,8186982552,8186982552,8186982552,8186982552,8186982552,8646925392,8861565384,9168193944,9168193944,9336839652,9505485360,9674131068,9827445348,9827445348,9827445348,9827445348,9827445348,9827445348,9904102488,10118742480,10256725332,10440702468,10701336744,10839319596,11069291016,11176611012,11237936724,11345256720,11406582432,11467908144,11851193844,11958513840,12019839552,12173153832,12387793824,12602433816,12648428100,12694422384,12955056660,13506988068,13598976636,13690965204,14012925192,14120245188,14227565184,14396210892,14610850884,14886816588,15147450864,15346759428,15714713700,15806702268,16006010832,16281976536,16511947956,16895233656,17155867932,17523822204,17769125052,17968433616,18152410752,18351719316,18520365024,18735005016,18903650724,19164285000,19378924992,19562902128,19777542120,20053507824,20268147816,20743422084,21280022064,21770627760,22153913460,22552530588,22843827720,23288439132,23656393404,23978353392,24683599080,25189536204,25557490476,25925444748,26293399020,26600027580,27151958988,27688558968,28041181812,28516456080,29053056060,29359684620,30003604596,30601530288,31015478844,31490753112,32150004516,32609947356,33039227340,33729141600,34281073008,34802341560,35415598680,36044187228,36396810072,36964072908,37791970020,38543209992,39125804256,39831049944,40398312780,40904249904,41609495592,42146095572,43142638392,44568461196,45365695452,46101603996,46515552552,47021489676,47650078224,48248003916,48999243888,50302415268,51360283800,52341495192,53292043728,54058615128,55116483660,55959712200,56818272168,57784152132,58780694952,59639254920,60405826320,61264386288,62291591964,64039374756,64928597580,65833151832,66814363224,67749580332,68730791724,69819323112,70585894512,71321803056,72027048744,72870277284,73866820104,75231317196,76350511440,77224402836
TN,突尼斯,其他,https://www.fluentpython.com/data/flags/tn/tn.gif,非洲,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1870434216,1870434216,1870434216,1870434216,1870434216,1870434216,2192394204,2468359908,2943634176,2943634176,2943634176,2943634176,3142942740,3142942740,3311588448,3311588448,3679542720,3679542720,3679542720,3817525572,3955508424,3955508424,3955508424,4062828420,4154816988,4246805556,4338794124,4338794124,4338794124,4338794124,4338794124,4338794124,4400119836,4568765544,4630091256,4630091256,4630091256,4676085540,4676085540,4737411252,4798736964,4860062676,4860062676,4906056960,4952051244,4998045528,5028708384,5028708384,5059371240,5090034096,5151359808,5151359808,5243348376,5335336944,5365999800,5442656940,5519314080,5595971220,5595971220,5733954072,5779948356,5825942640,5871936924,5963925492,6071245488,6209228340,6408536904,6454531188,6500525472,6653839752,6776491176,6975799740,7175108304,7313091156,7451074008,7481736864,7727039712,7972342560,8278971120,8416953972,8570268252,8784908244,8953553952,9244851084,9536148216,9689462496,9888771060,10088079624,10348713900,10686005316,10885313880,11099953872,11299262436,11605890996,11820530988,12019839552,12249810972,12556439532,13062376656,13460993784,13844279484,14334885180,14810159448,15331428000,15776039412,16128662256,16281976536,16511947956,16849239372,17462496492,17891776476,18152410752,18566359308,18918982152,19256273568,19716216408,20038176396,20421462096,20651433516,21188033496,21448667772,21785959188,22184576316,22475873448,23058467712,23610399120,23947690536,24438296232,25312187628,25726136184,26216741880,26952650424,27366598980,27795878964,28255821804,28608444648,28930404636,29773633176,30294901728,30785507424,31368101688,31874038812,32395307364,32916575916,33851793024,34572370140,35323610112,36059518656,36918078624,37868627160,38451221424,39217792824,40735604196,41732147016,42759352692,43832552652,44583792624,45135724032,46009615428,46929501108,48447312480,50241089556,51344952372,52280169480,53353369440,54595215108,56189683620,57523517856,58964672088,60681792024,62015626260,63625426200,65495860416,67243643208,68255517456,70049294532,71352465912,72854945856,74234774376,75614602896,76841117136
AU,澳大利亚,其他,https://www.fluentpython.com/data/flags/au/au.gif,澳洲,AU,0,0,30662856,76657140,91988568,153314280,183977136,229971420,275965704,321959988,352622844,398617128,413948556,475274268,505937124,536599980,567262836,613257120,643919976,659251404,674582832,705245688,735908544,766571400,797234256,843228540,873891396,904554252,935217108,950548536,981211392,1011874248,1073199960,1134525672,1180519956,1226514240,1287839952,1379828520,1425822804,1487148516,1533142800,1579137084,1671125652,1732451364,1793777076,1855102788,1916428500,1962422784,2008417068,2069742780,2115737064,2161731348,2207725632,2253719916,2315045628,2376371340,2468359908,2529685620,2575679904,2621674188,2682999900,2759657040,2790319896,2836314180,2897639892,2958965604,3020291316,3066285600,3127611312,3173605596,3219599880,3265594164,3311588448,3357582732,3388245588,3434239872,3480234156,3510897012,3556891296,3602885580,3664211292,3710205576,3740868432,3771531288,3817525572,3878851284,3924845568,3970839852,4032165564,4093491276,4139485560,4185479844,4231474128,4277468412,4323462696,4384788408,4430782692,4476776976,4522771260,4584096972,4630091256,4676085540,4737411252,4814068392,4890725532,4952051244,5028708384,5090034096,5212685520,5289342660,5365999800,5457988368,5549976936,5626634076,5749285500,5856605496,5963925492,6117239772,6239891196,6347211192,6454531188,6546519756,6653839752,6776491176,6899142600,7021794024,7190439732,7359085440,7527731148,7711708284,7865022564,8094993984,8248308264,8462948256,8677588248,8922891096,9168193944,9459491076,10026753912,10348713900,10701336744,11038628160,11452576716,11927850984,12295805256,12709753812,13123702368,13568313780,14058919476,15040130868,15484742280,15898690836,16343302248,16726587948,17155867932,17646473628,18121747896,18520365024,18934313580,19455582132,20007513540,20559444948,21096044928,21617313480,22475873448,23165787708,23733050544,24376970520,25174204776,25818124752,26446713300,27289941840,27857204676,28409136084,28991730348,29512998900,30049598880,30708850284,31383433116,32027353092,32548621644,33085221624,33606490176,34173753012,34986318696,35691564384,36396810072,37117387188,37730644308,38343901428,39049147116,39815718516,41333529888,42192089856,43157969820,44507135484,45350364024,45978952572,46760855400,47604083940,48723278184,49643163864,51160975236,52126855200,53062072308,54058615128,55791066492,57293546436,58780694952,60007209192,61233723432,62276260536,63257471928,64162026180,65081911860,66369751812,68194191744,69666008832,71076500208,72349008732,74020134384
GB,英国,其他,https://www.fluentpython.com/data/flags/gb/gb.gif,欧洲,GB,0,0,15331428,45994284,76657140,107319996,137982852,168645708,183977136,214639992,245302848,260634276,275965704,306628560,337291416,352622844,367954272,383285700,413948556,429279984,444611412,475274268,490605696,505937124,521268552,536599980,551931408,567262836,582594264,597925692,628588548,659251404,689914260,735908544,766571400,797234256,827897112,873891396,904554252,935217108,965879964,996542820,1027205676,1073199960,1103862816,1134525672,1165188528,1195851384,1226514240,1257177096,1287839952,1318502808,1349165664,1379828520,1425822804,1471817088,1517811372,1548474228,1579137084,1609799940,1640462796,1686457080,1717119936,1747782792,1778445648,1824439932,1855102788,1885765644,1931759928,1962422784,1993085640,2023748496,2054411352,2085074208,2115737064,2161731348,2192394204,2223057060,2269051344,2299714200,2330377056,2361039912,2407034196,2437697052,2468359908,2499022764,2545017048,2591011332,2637005616,2667668472,2698331328,2728994184,2759657040,2790319896,2820982752,2866977036,2897639892,2928302748,2958965604,3004959888,3035622744,3081617028,3127611312,3173605596,3204268452,3234931308,3280925592,3326919876,3403577016,3449571300,3495565584,3572222724,3633548436,3710205576,3802194144,3878851284,3955508424,4062828420,4154816988,4262136984,4354125552,4446114120,4538102688,4645422684,4768074108,4875394104,5013376956,5228016948,5381331228,5534645508,5687959788,5871936924,6025251204,6178565484,6362542620,6561851184,6745828320,6945136884,7221102588,7420411152,7635051144,7895685420,8202313980,8539605396,8800239672,9060873948,9336839652,9643468212,9980759628,10885313880,11253268152,11636553852,12035170980,12403125252,12740416668,13169696652,13537650924,13890273768,14273559468,14656845168,15055462296,15546067992,15990679404,16404627960,17401170780,18106416468,18673679304,19210279284,20099502108,20682096372,21203364924,22031262036,22583193444,23119793424,23641061976,24101004816,24560947656,25204867632,25894781892,26538701868,26983313280,27427924692,27918530388,28409136084,29344353192,30018936024,30831501708,31705393104,32548621644,33361187328,34265741580,35108970120,36519461496,37516004316,38681192844,40153009932,41118889896,41808804156,42698026980,43648575516,45028404036,46316243988,48079358208,49321203876,50440398120,51728238072,53292043728,54763860816,56297003616,57676832136,59041329228,60252512040,61402369140,62598220524,63748077624,65281220424,66875688936,68209523172,69635345976,70877191644,72318345876
DZ,阿尔及利亚,其他,https://www.fluentpython.com/data/flags/dz/dz.gif,非洲,DZ,0,0,0,0,0,0,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,1456485660,2483691336,2483691336,2483691336,2483691336,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,4323462696,4323462696,4323462696,4323462696,4323462696,4906056960,6117239772,6117239772,6117239772,6117239772,6117239772,6117239772,6423868332,6423868332,6423868332,6423868332,6423868332,6423868332,6945136884,6945136884,6945136884,6945136884,6945136884,6945136884,6945136884,6945136884,7144445448,7144445448,7451074008,7604388288,7773033996,7773033996,7773033996,7773033996,8033668272,8156319696,8278971120,8401622544,8401622544,8508942540,8508942540,8508942540,8508942540,8508942540,8646925392,8769576816,8892228240,8892228240,8892228240,9014879664,9152862516,9152862516,9152862516,9152862516,9428828220,9428828220,9428828220,9566811072,9566811072,9643468212,9720125352,9842776776,9980759628,10011422484,10103411052,10103411052,10226062476,10348713900,10517359608,10624679604,10670673888,10747331028,10992633876,11130616728,11283931008,11375919576,11437245288,11575228140,11636553852,11759205276,11805199560,11912519556,12004508124,12127159548,12219148116,12280473828,12387793824,12587102388,12709753812,12771079524,12985719516,13093039512,13185028080,13369005216,13506988068,13675633776,13782953772,13905605196,13982262336,14120245188,14288890896,14442205176,14595519456,14794828020,14963473728,15178113720,15331428000,15576730848,15822033696,15883359408,16097999400,16373965104,16649930808,16864570800,17094542220,17401170780,17769125052,17983765044,18198405036,18443707884,18689010732,18934313580,19394256420,19700884980,19930856400,20191490676,20452124952,20728090656,21019387788,21310684920,21555987768,21770627760,22015930608,22230570600,22521867732,22828496292,22997142000,23395759128,23825039112,24208324812,24499621944,25097547636,25649479044,26216741880,26784004716,27121296132,27535244688,27887867532,28347810372,28838416068,29497667472,30018936024,30478878864,30938821704,31521415968,32088678804,32839918776,34127758728,34541707284,35262284400,35890872948,36504130068,37163381472,37945284300,38589204276,39677735664,40505632776,41241541320,42330072708,42958661256,43755895512,44553129768,45457684020,46454226840,47450769660,48845929608,49765815288,50685700968,51574923792,52924089456,54349912260,55714409352,56864266452,58090780692,58918677804,60390494892,61785654840,62797529088,64146694752,65526523272,67427620344,68715460296,69926643108,70831197360
CU,古巴,其他,https://www.fluentpython.com/data/flags/cu/cu.gif,北美,CU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134525672,1134525672,1134525672,1134525672,1134525672,1134525672,1134525672,1134525672,1134525672,1134525672,1134525672,1134525672,1134525672,1134525672,1977754212,2790319896,2790319896,2790319896,2790319896,2790319896,2790319896,2790319896,2790319896,2790319896,2790319896,3480234156,3480234156,3480234156,4216142700,4216142700,4860062676,4860062676,4860062676,4860062676,4860062676,4860062676,4860062676,4860062676,4860062676,4860062676,4860062676,4860062676,4860062676,4860062676,4860062676,4860062676,4860062676,5320005516,5718622644,6147902628,6147902628,6147902628,6669171180,6669171180,6669171180,7067788308,7067788308,7067788308,7481736864,7481736864,7865022564,7865022564,7865022564,7865022564,7865022564,7865022564,7865022564,7865022564,7865022564,7865022564,7865022564,7865022564,7865022564,8278971120,8278971120,8677588248,8677588248,8677588248,8677588248,8677588248,8677588248,8677588248,8677588248,9474822504,9873439632,9873439632,9873439632,9873439632,9873439632,10379376756,10808656740,10808656740,10808656740,10808656740,11176611012,11176611012,11559896712,11559896712,11559896712,11973845268,12832405236,13798285200,13798285200,14549525172,14549525172,15392753712,15392753712,15392753712,15760707984,16511947956,16511947956,16910565084,17324513640,17324513640,18842325012,19194947856,19194947856,20406130668,20758753512,21142039212,21463999200,21801290616,22123250604,23058467712,23058467712,23671724832,24162330528,24392301948,24392301948,24392301948,24821581932,24821581932,26109421884,27059970420,27059970420,27243947556,27703890396,27918530388,27918530388,28286484660,28823084640,29512998900,29988273168,29988273168,30279570300,31092135984,31245450264,31414095972,32012021664,32379975936,32563953072,32885913060,33989775876,34449718716,35998192944,36534792924,37592661456,38236581432,39033815688,39555084240,40122347076,41916124152,43311284100,43556586948,43801889796,44001198360,44660449764,45411689736,46024946856,46392901128,46668866832,47036821104,47190135384,47650078224,48171346776,48631289616,49275209592,50317746696,50685700968,51697575216,52326163764,52893426600,53399363724,53583340860,54273255120,54625877964,55729740780,56879597880,57600174996,58106112120,59654586348,60543809172,61187729148,62076951972,62843523372,63594763344,64008711900,64667963304,65511191844,66063123252,66737706084,67611597480,68654134584,69543357408,70478574516
MA,摩洛哥,其他,https://www.fluentpython.com/data/flags/ma/ma.gif,非洲,MA,0,0,0,0,0,0,1042537104,1042537104,1042537104,1042537104,1042537104,1042537104,1042537104,1042537104,1042537104,1042537104,1241845668,1441154232,1931759928,2100405636,2253719916,2253719916,2253719916,2253719916,2361039912,2361039912,2361039912,2361039912,2437697052,2514354192,2652337044,2652337044,2652337044,2728994184,2728994184,2790319896,2851645608,2851645608,2897639892,3004959888,3004959888,3188937024,3296257020,3342251304,3388245588,3388245588,3388245588,3464902728,3556891296,3618217008,3710205576,3710205576,3710205576,3863519856,3924845568,3955508424,3986171280,4047496992,4108822704,4108822704,4154816988,4200811272,4246805556,4338794124,4400119836,4446114120,4568765544,4584096972,4630091256,4706748396,4783405536,4829399820,4844731248,4844731248,4860062676,4890725532,4906056960,5028708384,5044039812,5090034096,5166691236,5212685520,5274011232,5350668372,5381331228,5381331228,5457988368,5488651224,5534645508,5611302648,5641965504,5733954072,5825942640,5887268352,5933262636,6025251204,6117239772,6132571200,6178565484,6224559768,6255222624,6331879764,6439199760,6469862616,6546519756,6623176896,6745828320,6868479744,6945136884,6991131168,7021794024,7052456880,7113782592,7144445448,7205771160,7297759728,7481736864,7604388288,7711708284,7865022564,7972342560,8094993984,8171651124,8309633976,8462948256,8600931108,8754245388,8892228240,8968885380,9137531088,9229519656,9520816788,9674131068,9904102488,10026753912,10226062476,10410039612,10609348176,10931308164,11069291016,11360588148,11575228140,11759205276,12065833836,12249810972,12464450964,12663759528,12832405236,13047045228,13537650924,13844279484,14058919476,14396210892,14687508024,14978805156,15208776576,15530736564,15776039412,16113330828,16435290816,16726587948,17048547936,17355176496,17692467912,18137079324,18658347876,19026302148,19409587848,20022844968,20482787808,21019387788,21617313480,22046593464,22399216308,22736507724,23043136284,23457084840,24177661956,24944233356,25465501908,25879450464,26385387588,26983313280,27642564684,28608444648,29175707484,29758301748,30417553152,31046141700,31981358808,32824587348,33606490176,34725684420,35645570100,36642112920,37745975736,38359232856,39049147116,39769724232,40428975636,41670821304,42744021264,44093186928,45120392604,46116935424,47205466812,49014575316,50639706684,52004203776,53307375156,54380575116,55622420784,57140232156,58949340660,59976546336,61571014848,63165483360,64575974736,65909808972,66998340360,68378168880
MX,墨西哥,其他,https://www.fluentpython.com/data/flags/mx/mx.gif,北美,MX,0,0,76657140,168645708,275965704,398617128,444611412,490605696,582594264,720577116,751239972,812565684,935217108,1103862816,1211182812,1272508524,1379828520,1487148516,1563805656,1625131368,1671125652,1763114220,1839771360,1931759928,2085074208,2146399920,2238388488,2330377056,2407034196,2468359908,2545017048,2606342760,2698331328,2790319896,2836314180,2882308464,3035622744,3127611312,3204268452,3280925592,3403577016,3526228440,3633548436,3725537004,3786862716,3863519856,3955508424,4047496992,4124154132,4170148416,4231474128,4292799840,4354125552,4446114120,4538102688,4645422684,4722079824,4798736964,4875394104,4952051244,5059371240,5136028380,5243348376,5335336944,5457988368,5534645508,5611302648,5687959788,5825942640,5917931208,5979256920,6086576916,6178565484,6239891196,6316548336,6423868332,6515856900,6623176896,6715165464,6776491176,6853148316,6945136884,7037125452,7129114020,7236434016,7328422584,7435742580,7543062576,7650382572,7757702568,7849691136,7941679704,8018336844,8110325412,8202313980,8294302548,8386291116,8462948256,8524273968,8600931108,8692919676,8769576816,8876896812,8968885380,9045542520,9137531088,9229519656,9352171080,9505485360,9628136784,9720125352,9858108204,9965428200,10103411052,10256725332,10394708184,10548022464,10762662456,10931308164,11099953872,11268599580,11421913860,11605890996,11774536704,11989176696,12173153832,12403125252,12602433816,12863068092,13077708084,13292348076,13522319496,13721628060,13920936624,14135576616,14380879464,14580188028,14825490876,15101456580,15331428000,15592062276,15837365124,16082667972,16358633676,16573273668,17002553652,17232525072,17523822204,17876445048,18612353592,19348262136,19792873548,20283479244,20636102088,21034719216,21418004916,21816622044,22184576316,22675182012,23165787708,23610399120,24070341960,24530284800,25005559068,25618816188,26216741880,26600027580,27059970420,27657896112,28163833236,28715764644,29436341760,29957610312,30448216008,30938821704,31368101688,31858707384,32441301648,33069890196,33637153032,34081764444,34633695852,35415598680,36059518656,37178712900,37776638592,38512547136,39125804256,39831049944,40566958488,41256872748,41916124152,43602581232,44721775476,45672324012,46592209692,47205466812,47895381072,48661952472,49367198160,50333078124,51130312380,52019535204,52939420884,53813312280,54794523672,55913717916,56879597880,57707494992,58627380672,59593260636,60482483460,61341043428,62168940540,62843523372,63594763344,64499317596,65403871848,66492403236,67381626060,68316843168
