alpha_2,region,,flag,大洲:,origin name,Let's Go,,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01
MA,摩洛哥,其他,https://www.fluentpython.com/data/flags/ma/ma.gif,非洲,MA,0,0,0,0,0,0,0,0,0,0,1195851384,1195851384,1195851384,1962422784,1962422784,1962422784,2483691336,3602885580,4507439832,5442656940,5871936924,6776491176,8309633976,8938222524,9812113920,10302719616,10808656740,11283931008,11682548136,12081165264,12449119536,12832405236,13231022364,13430330928,13614308064,13767622344,13767622344,13905605196,14442205176,14718170880,14963473728,15086125152,15193445148,15193445148,15423416568,15530736564,15745376556,15837365124,16006010832,16006010832,16358633676,16435290816,16435290816,16680593664,16757250804,16910565084,16987222224,16987222224,16987222224,17048547936,17109873648,17109873648,17293850784,17293850784,17293850784,17416502208,17477827920,17600479344,17600479344,17600479344,17661805056,17661805056,17661805056,17661805056,17661805056,17661805056,17661805056,17723130768,17784456480,18014427900,18075753612,18137079324,18259730748,18259730748,18259730748,18259730748,18290393604,18290393604,18367050744,18428376456,18428376456,18489702168,18520365024,18597022164,18627685020,18627685020,18627685020,18673679304,18673679304,18765667872,18780999300,18811662156,18872987868,19424919276,19516907844,19578233556,19593564984,19593564984,19608896412,19624227840,19654890696,19654890696,19670222124,19700884980,19746879264,19838867832,19869530688,19946187828,20053507824,20068839252,20114833536,20130164964,20191490676,20252816388,20283479244,20314142100,20329473528,20329473528,20329473528,20329473528,20329473528,20360136384,20390799240,20406130668,20452124952,20467456380,20513450664,20544113520,20590107804,20712759228,20758753512,20774084940,20789416368,20820079224,20850742080,20881404936,20896736364,20927399220,20942730648,20958062076,20958062076,21004056360,21034719216,21034719216,21034719216,21050050644,21050050644,21065382072,21096044928,21188033496,21203364924,21203364924,21234027780,21249359208,21326016348,21356679204,21387342060,21418004916,21418004916,21418004916,21433336344,21463999200,21525324912,21571319196,21632644908,21663307764,21693970620,21755296332,21770627760,21847284900,21893279184,21893279184,21908610612,21923942040,21939273468,21969936324,21985267752,21985267752,22000599180,22061924892,22107919176,22138582032,22169244888,22169244888,22199907744,22230570600,22276564884,22291896312,22322559168,22368553452,22414547736,22429879164,22506536304,22506536304,22506536304,22537199160,22552530588,22552530588,22598524872,22598524872,22629187728,22874490576,23027804856,23043136284,23073799140,23104461996,23165787708,23196450564,23196450564,23257776276,23349764844,23349764844
CN,中国,其他,https://www.fluentpython.com/data/flags/cn/cn.gif,亚洲,CN,0,0,260634276,383285700,613257120,858559968,1226514240,1395159948,1502479944,1655794224,1763114220,1931759928,2177062776,2591011332,2805651324,2958965604,3204268452,3326919876,3388245588,3679542720,3909514140,4139485560,4446114120,4660754112,4783405536,4936719816,5212685520,5350668372,5549976936,5749285500,6086576916,7619719716,8125656840,8432285400,8570268252,8784908244,8907559668,9060873948,9168193944,9336839652,9474822504,9597473928,9735456780,9873439632,10026753912,10241393904,10394708184,10517359608,10578685320,10686005316,10777993884,10808656740,10915976736,11038628160,11130616728,11222605296,11329925292,11529233856,11621222424,11713210992,11851193844,11927850984,12004508124,12081165264,12188485260,12295805256,12341799540,12449119536,12510445248,12633096672,12786410952,12847736664,12970388088,13031713800,13093039512,13139033796,13215690936,13292348076,13353673788,13506988068,13629639492,13690965204,13782953772,13828948056,13890273768,13966930908,14012925192,14074250904,14150908044,14181570900,14227565184,14242896612,14288890896,14350216608,14396210892,14426873748,14457536604,14472868032,14518862316,14580188028,14595519456,14641513740,14702839452,15515405136,15592062276,15638056560,15699382272,15730045128,15760707984,15822033696,15852696552,15852696552,15868027980,15944685120,15960016548,15990679404,16021342260,16036673688,16067336544,16082667972,16113330828,16143993684,16189987968,16189987968,16205319396,16297307964,16358633676,16435290816,16665262236,16803245088,16803245088,16803245088,16803245088,16803245088,17125205076,17125205076,17416502208,17799787908,17799787908,17799787908,17799787908,17799787908,17799787908,17799787908,18198405036,18198405036,18198405036,18198405036,18413045028,18413045028,18612353592,18811662156,18811662156,18811662156,18811662156,18811662156,18811662156,18811662156,18811662156,18811662156,18811662156,18811662156,18811662156,18934313580,18934313580,18934313580,18934313580,19072296432,19317599280,19317599280,19317599280,19317599280,19317599280,19516907844,19608896412,19700884980,19792873548,19961519256,20130164964,20390799240,20467456380,20467456380,20651433516,20651433516,20651433516,20743422084,20835410652,20927399220,20927399220,20927399220,21019387788,21019387788,21019387788,21019387788,21142039212,21142039212,21142039212,21142039212,21142039212,21142039212,21249359208,21372010632,21372010632,21647976336,21647976336,21647976336,21647976336,21831953472,21923942040,21985267752,22046593464,22169244888,22337890596,22337890596,22337890596,22337890596,22445210592,22613856300,22736507724,23181119136,23288439132,23288439132
SH,圣赫勒拿-阿森松-特里斯坦达库尼亚,其他,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Saint_Helena.svg/250px-Flag_of_Saint_Helena.svg.png,非洲,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444611412,444611412,1149857100,2682999900,3434239872,3924845568,4430782692,4430782692,4430782692,4430782692,4430782692,4430782692,4430782692,4430782692,4430782692,4430782692,4430782692,4430782692,4430782692,4430782692,4430782692,5166691236,5166691236,5166691236,5166691236,5166691236,5166691236,5166691236,5703291216,5703291216,5703291216,6147902628,6745828320,7221102588,7221102588,7221102588,7221102588,7221102588,7221102588,7221102588,7221102588,7221102588,7221102588,7420411152,7543062576,7650382572,7849691136,8202313980,8202313980,8508942540,8508942540,8508942540,8646925392,8646925392,8646925392,8646925392,9290845368,10302719616,10777993884,10777993884,10777993884,10977302448,11222605296,11452576716,11452576716,11774536704,11774536704,11774536704,12081165264,12418456680,12725085240,12725085240,13047045228,13369005216,13675633776,13966930908,13966930908,14595519456,14595519456,15178113720,15484742280,16235982252,16619267952,16987222224,17324513640,17707799340,17707799340,17707799340,18091085040,18091085040,18443707884,18811662156,19118290716,19118290716,19532239272,20344804956,20758753512,21234027780,21234027780,21234027780,21693970620,21693970620,21693970620,21693970620,22659850584,22659850584
VE,委内瑞拉,其他,https://www.fluentpython.com/data/flags/ve/ve.gif,南美,VE,0,0,0,551931408,551931408,551931408,551931408,919885680,919885680,1333834236,1333834236,1671125652,2315045628,2315045628,3127611312,3403577016,3403577016,4783405536,6316548336,6899142600,7113782592,7543062576,7926348276,8079662556,8079662556,8079662556,8370959688,8677588248,9030211092,9306176796,10057416768,10716668172,11084622444,11314593864,11314593864,11498571000,11682548136,12418456680,12587102388,12847736664,13200359508,13491656640,13660302348,13721628060,13844279484,14196902328,14304222324,14350216608,14396210892,14457536604,14457536604,14672176596,14825490876,15055462296,15239439432,15285433716,15423416568,15576730848,15714713700,15791370840,15837365124,15837365124,15883359408,15929353692,15929353692,15975347976,16052005116,16189987968,16189987968,16389296532,16389296532,16419959388,16419959388,16419959388,16465953672,16465953672,16511947956,16588605096,16588605096,16757250804,16757250804,16803245088,16879902228,16987222224,17017885080,17140536504,17155867932,17155867932,17171199360,17263187928,17309182212,17309182212,17309182212,17339845068,17370507924,17385839352,17416502208,17447165064,17493159348,17508490776,17569816488,17615810772,17707799340,18428376456,18535696452,18612353592,18673679304,18719673588,18765667872,18796330728,18811662156,18857656440,18903650724,18949645008,18980307864,19010970720,19087627860,19210279284,19286936424,19302267852,19302267852,19317599280,19378924992,19394256420,19409587848,19409587848,19424919276,19532239272,19562902128,19608896412,19608896412,19624227840,19654890696,19685553552,19716216408,19731547836,19746879264,19777542120,19792873548,19808204976,19823536404,19838867832,19854199260,19869530688,19900193544,19915524972,19930856400,19930856400,19946187828,19946187828,19961519256,19992182112,20022844968,20022844968,20068839252,20084170680,20099502108,20099502108,20130164964,20160827820,20160827820,20176159248,20206822104,20206822104,20222153532,20252816388,20252816388,20268147816,20283479244,20283479244,20283479244,20298810672,20298810672,20329473528,20329473528,20329473528,20329473528,20344804956,20360136384,20375467812,20390799240,20390799240,20421462096,20421462096,20421462096,20436793524,20436793524,20467456380,20467456380,20482787808,20498119236,20498119236,20498119236,20513450664,20544113520,20574776376,20590107804,20620770660,20651433516,20651433516,20651433516,20682096372,20728090656,20758753512,20774084940,20774084940,20804747796,20835410652,20866073508,20896736364,20927399220,21034719216,21096044928,21157370640,21172702068,21188033496,21234027780,21234027780,21234027780,21264690636,21310684920,21356679204
ZA,南非,其他,https://www.fluentpython.com/data/flags/za/za.gif,非洲,ZA,0,0,0,0,0,0,0,0,0,0,0,0,1287839952,2820982752,2820982752,2820982752,2820982752,2820982752,3526228440,3526228440,3526228440,3526228440,4768074108,5933262636,6561851184,6561851184,6561851184,6561851184,6561851184,6561851184,7389748296,7389748296,8248308264,8248308264,8248308264,8600931108,8600931108,8600931108,8600931108,8600931108,9183525372,9505485360,9505485360,9505485360,9750788208,9750788208,9750788208,9750788208,9950096772,10226062476,10425371040,10609348176,10609348176,10793325312,10793325312,10793325312,10793325312,10793325312,10961971020,11115285300,11115285300,11115285300,11283931008,11437245288,11437245288,11437245288,11437245288,11437245288,11437245288,11851193844,11851193844,11851193844,11851193844,12035170980,12035170980,12173153832,12295805256,12449119536,12449119536,12617765244,12617765244,12740416668,12740416668,13001050944,13001050944,13001050944,13001050944,13139033796,13139033796,13139033796,13261685220,13261685220,13323010932,13491656640,13491656640,13491656640,13552982352,13552982352,13660302348,13660302348,13660302348,13767622344,13905605196,14426873748,14472868032,14549525172,14549525172,14748833736,14825490876,14871485160,14871485160,14871485160,14871485160,14871485160,14978805156,15147450864,15178113720,15346759428,15530736564,15530736564,15561399420,15653387988,15730045128,15806702268,15883359408,15898690836,15944685120,16036673688,16082667972,16097999400,16220650824,16297307964,16435290816,16465953672,16511947956,16557942240,16619267952,16711256520,16711256520,16757250804,16772582232,16803245088,16879902228,16956559368,16987222224,17048547936,17063879364,17079210792,17109873648,17125205076,17247856500,17339845068,17385839352,17385839352,17401170780,17447165064,17477827920,17477827920,17539153632,17585147916,17631142200,17646473628,17692467912,17769125052,17799787908,17861113620,17953102188,17953102188,17953102188,17968433616,17983765044,17999096472,18014427900,18137079324,18229067892,18244399320,18259730748,18305725032,18367050744,18428376456,18474370740,18535696452,18535696452,18581690736,18673679304,18719673588,18735005016,18765667872,18826993584,18857656440,18888319296,18964976436,18964976436,18980307864,19026302148,19041633576,19056965004,19133622144,19194947856,19332930708,19394256420,19440250704,19470913560,19562902128,19654890696,19700884980,19746879264,19792873548,19869530688,19900193544,19961519256,20344804956,20605439232,20636102088,20712759228,20743422084,20789416368,20835410652,20896736364,20958062076,21096044928,21126707784
TR,土耳其,其他,https://www.fluentpython.com/data/flags/tr/tr.gif,亚洲,TR,0,0,0,137982852,137982852,245302848,337291416,521268552,613257120,1011874248,1241845668,1379828520,2039079924,2253719916,2407034196,2698331328,2958965604,3296257020,3740868432,4415451264,4614759828,4768074108,5136028380,5274011232,6807154032,7527731148,8094993984,8432285400,8846233956,9413496792,9965428200,10823988168,11130616728,11483239572,11805199560,11943182412,12111828120,12326468112,12510445248,12679090956,12847736664,13047045228,13185028080,13384336644,13522319496,13629639492,13736959488,13782953772,13813616628,13844279484,13905605196,14043588048,14150908044,14273559468,14534193744,14641513740,14702839452,14810159448,14886816588,14917479444,14948142300,14978805156,15024799440,15040130868,15055462296,15070793724,15101456580,15162782292,15454079424,15530736564,15576730848,15622725132,15668719416,15699382272,15714713700,15730045128,15760707984,15806702268,15837365124,15868027980,15898690836,15929353692,15960016548,15990679404,16021342260,16052005116,16082667972,16189987968,16205319396,16235982252,16251313680,16281976536,16297307964,16327970820,16358633676,16419959388,16450622244,16481285100,16511947956,16542610812,16573273668,16603936524,16649930808,16925896512,17002553652,17048547936,17079210792,17140536504,17171199360,17186530788,17217193644,17263187928,17293850784,17339845068,17385839352,17431833636,17477827920,17539153632,17569816488,17600479344,17646473628,17661805056,17692467912,17723130768,17769125052,17799787908,17830450764,17861113620,17891776476,17922439332,17953102188,17983765044,18014427900,18045090756,18075753612,18106416468,18137079324,18167742180,18198405036,18229067892,18275062176,18305725032,18336387888,18367050744,18397713600,18428376456,18459039312,18489702168,18520365024,18551027880,18581690736,18643016448,18673679304,18704342160,18765667872,18934313580,18964976436,18980307864,19010970720,19041633576,19072296432,19087627860,19102959288,19118290716,19148953572,19194947856,19332930708,19363593564,19378924992,19394256420,19409587848,19440250704,19470913560,19486244988,19516907844,19547570700,19562902128,19578233556,19593564984,19608896412,19639559268,19654890696,19670222124,19700884980,19731547836,19746879264,19762210692,19792873548,19823536404,19838867832,19869530688,19900193544,19930856400,19946187828,19961519256,19976850684,20007513540,20053507824,20084170680,20099502108,20114833536,20130164964,20145496392,20176159248,20206822104,20222153532,20252816388,20268147816,20298810672,20329473528,20360136384,20544113520,20651433516,20682096372,20712759228,20743422084,20774084940,20789416368,20820079224,20912067792,20988724932,21019387788
VN,越南,其他,https://www.fluentpython.com/data/flags/vn/vn.gif,亚洲,VN,0,0,1533142800,2682999900,3970839852,4921388388,4921388388,4921388388,5657296932,5657296932,5657296932,6776491176,7328422584,8294302548,8784908244,8784908244,8784908244,10118742480,10517359608,10517359608,10517359608,10517359608,10854651024,11161279584,11161279584,11161279584,11161279584,11161279584,11360588148,11559896712,11927850984,12495113820,12679090956,12679090956,13001050944,13277016648,13399668072,13399668072,13736959488,13874942340,13966930908,13966930908,14043588048,14120245188,14181570900,14411542320,14472868032,14518862316,14580188028,14580188028,14702839452,14702839452,14748833736,14886816588,14886816588,15070793724,15270102288,15423416568,15530736564,15622725132,15730045128,15730045128,15730045128,15791370840,15837365124,15868027980,15914022264,15975347976,16036673688,16159325112,16235982252,16235982252,16297307964,16343302248,16404627960,16404627960,16419959388,16435290816,16435290816,16435290816,16435290816,16450622244,16465953672,16542610812,16557942240,16557942240,16588605096,16634599380,16665262236,16680593664,16726587948,16757250804,16772582232,16803245088,16833907944,16849239372,16849239372,16864570800,16864570800,16879902228,16941227940,16956559368,17002553652,17247856500,17278519356,17293850784,17324513640,17339845068,17355176496,17355176496,17370507924,17385839352,17401170780,17416502208,17431833636,17447165064,17462496492,17477827920,17508490776,17523822204,17539153632,17554485060,17554485060,17569816488,17585147916,17600479344,17615810772,17631142200,17646473628,17692467912,17723130768,17738462196,17753793624,17769125052,17784456480,17799787908,17815119336,17815119336,17830450764,17861113620,17876445048,17891776476,17937770760,17968433616,18045090756,18167742180,18259730748,18321056460,18351719316,18382382172,18397713600,18443707884,18505033596,18551027880,18597022164,18612353592,18643016448,18673679304,18689010732,18735005016,18780999300,18811662156,18842325012,18888319296,18934313580,19010970720,19041633576,19087627860,19102959288,19133622144,19148953572,19164285000,19194947856,19210279284,19225610712,19240942140,19256273568,19271604996,19286936424,19302267852,19317599280,19348262136,19378924992,19394256420,19424919276,19440250704,19470913560,19501576416,19516907844,19547570700,19562902128,19593564984,19624227840,19639559268,19654890696,19685553552,19700884980,19746879264,19762210692,19777542120,19792873548,19808204976,19823536404,19823536404,19838867832,19854199260,19884862116,19900193544,19915524972,19930856400,19946187828,20099502108,20160827820,20176159248,20206822104,20222153532,20237484960,20268147816,20283479244,20329473528,20375467812,20406130668
DZ,阿尔及利亚,其他,https://www.fluentpython.com/data/flags/dz/dz.gif,非洲,DZ,0,0,0,0,0,0,0,0,0,1318502808,1318502808,1318502808,2376371340,3188937024,3188937024,3188937024,3188937024,3940176996,3940176996,5473319796,5473319796,6362542620,7159776876,7159776876,8294302548,8784908244,8784908244,9674131068,9674131068,10011422484,10011422484,10379376756,10379376756,10379376756,11115285300,11115285300,11636553852,11866525272,12050502408,12249810972,12786410952,12786410952,13307679504,13307679504,13890273768,13890273768,13890273768,13890273768,13890273768,13890273768,14304222324,14304222324,14304222324,14442205176,14748833736,14856153732,14856153732,14856153732,15070793724,15239439432,15500073708,15576730848,15730045128,15822033696,15898690836,15898690836,15898690836,15898690836,16067336544,16067336544,16067336544,16235982252,16235982252,16235982252,16235982252,16235982252,16235982252,16327970820,16327970820,16327970820,16327970820,16327970820,16327970820,16327970820,16327970820,16327970820,16358633676,16389296532,16435290816,16481285100,16527279384,16588605096,16588605096,16649930808,16665262236,16695925092,16695925092,16741919376,16741919376,16741919376,16772582232,16818576516,16818576516,17048547936,17125205076,17155867932,17201862216,17201862216,17217193644,17293850784,17324513640,17339845068,17355176496,17385839352,17385839352,17416502208,17431833636,17508490776,17523822204,17523822204,17523822204,17523822204,17554485060,17569816488,17600479344,17615810772,17646473628,17661805056,17677136484,17707799340,17723130768,17723130768,17738462196,17738462196,17753793624,17753793624,17769125052,17784456480,17799787908,17815119336,17815119336,17815119336,17830450764,17830450764,17845782192,17861113620,17876445048,17907107904,17907107904,17907107904,17922439332,17968433616,18014427900,18014427900,18045090756,18075753612,18091085040,18106416468,18121747896,18121747896,18137079324,18167742180,18198405036,18213736464,18229067892,18275062176,18290393604,18305725032,18321056460,18336387888,18351719316,18351719316,18367050744,18367050744,18413045028,18443707884,18459039312,18474370740,18489702168,18520365024,18535696452,18551027880,18566359308,18581690736,18612353592,18643016448,18673679304,18689010732,18704342160,18719673588,18750336444,18796330728,18811662156,18811662156,18826993584,18857656440,18872987868,18918982152,18949645008,18964976436,18980307864,19026302148,19041633576,19072296432,19118290716,19148953572,19164285000,19179616428,19194947856,19225610712,19256273568,19409587848,19470913560,19486244988,19562902128,19578233556,19608896412,19639559268,19670222124,19716216408,19731547836,19731547836
PL,波兰,其他,https://www.fluentpython.com/data/flags/pl/pl.gif,欧洲,PL,0,0,214639992,429279984,597925692,720577116,766571400,919885680,1027205676,1073199960,1318502808,1471817088,1717119936,1962422784,2146399920,2330377056,2468359908,2667668472,3050954172,3234931308,3326919876,3418908444,3495565584,3602885580,3694874148,3878851284,3986171280,4047496992,4216142700,4446114120,4783405536,5090034096,5289342660,5411994084,5488651224,5611302648,5749285500,5795279784,5887268352,5979256920,6086576916,6209228340,6285885480,6362542620,6408536904,6500525472,6577182612,6653839752,6699834036,6791822604,6853148316,6868479744,6975799740,7052456880,7098451164,7129114020,7159776876,7251765444,7343754012,7420411152,7497068292,7543062576,7589056860,7635051144,7665714000,7727039712,7803696852,7865022564,7880353992,8003005416,8125656840,8186982552,8263639692,8340296832,8386291116,8524273968,8585599680,8662256820,8708251104,8800239672,8846233956,8907559668,8999548236,9045542520,9122199660,9183525372,9229519656,9290845368,9367502508,9444159648,9505485360,9551479644,9612805356,9674131068,9735456780,9796782492,9842776776,9934765344,9996091056,10088079624,10164736764,10241393904,10333382472,11866525272,12035170980,12142490976,12249810972,12295805256,12341799540,12387793824,12433788108,12495113820,12556439532,12602433816,12648428100,12694422384,12740416668,12786410952,12832405236,12893730948,12970388088,13047045228,13093039512,13169696652,13246353792,13292348076,13338342360,13384336644,13430330928,13476325212,13522319496,13568313780,13614308064,13644970920,13690965204,13752290916,13813616628,13859610912,13905605196,13951599480,13982262336,14012925192,14058919476,14089582332,14120245188,14166239472,14212233756,14273559468,14334885180,14365548036,14426873748,14580188028,14626182312,14656845168,14702839452,14748833736,14779496592,14810159448,14825490876,14871485160,14902148016,14948142300,14978805156,15024799440,15070793724,15116788008,15162782292,15224108004,15270102288,15300765144,15331428000,15377422284,15438747996,15500073708,15561399420,15607393704,15653387988,15699382272,15760707984,15791370840,15822033696,15990679404,16067336544,16189987968,16251313680,16297307964,16343302248,16373965104,16419959388,16450622244,16527279384,16588605096,16619267952,16665262236,16711256520,16741919376,16772582232,16803245088,16849239372,16879902228,16910565084,16941227940,16987222224,17033216508,17186530788,17217193644,17247856500,17278519356,17324513640,17355176496,17385839352,17876445048,18183073608,18244399320,18290393604,18321056460,18382382172,18428376456,19179616428,19302267852,19562902128,19700884980
GB,英国,其他,https://www.fluentpython.com/data/flags/gb/gb.gif,欧洲,GB,0,0,91988568,137982852,291297132,383285700,505937124,597925692,674582832,827897112,950548536,1057868532,1134525672,1379828520,1441154232,1594468512,1701788508,1885765644,2192394204,2345708484,2468359908,2545017048,2637005616,2713662756,2820982752,2912971320,2989628460,3050954172,3219599880,3403577016,4047496992,4752742680,5013376956,5350668372,5565308364,5749285500,5933262636,6117239772,6331879764,6469862616,6669171180,6791822604,7021794024,7113782592,7205771160,7343754012,7527731148,7619719716,7696376856,7834359708,7895685420,7972342560,8079662556,8186982552,8278971120,8355628260,8416953972,8616262536,8692919676,8769576816,8846233956,8907559668,8968885380,9014879664,9076205376,9183525372,9229519656,9306176796,9413496792,9536148216,9597473928,9689462496,9766119636,9842776776,9888771060,9934765344,9980759628,10042085340,10088079624,10134073908,10180068192,10256725332,10302719616,10348713900,10379376756,10410039612,10471365324,10563353892,10762662456,10839319596,10885313880,10915976736,10961971020,11007965304,11084622444,11130616728,11176611012,11268599580,11314593864,11375919576,11437245288,11529233856,11682548136,13215690936,13307679504,13353673788,13399668072,13445662356,13522319496,13552982352,13598976636,13644970920,13706296632,13736959488,13798285200,13890273768,13936268052,13997593764,14135576616,14181570900,14227565184,14273559468,14319553752,14380879464,14426873748,14472868032,14518862316,14626182312,14672176596,14702839452,14748833736,14794828020,14825490876,14871485160,14917479444,14963473728,15009468012,15055462296,15101456580,15132119436,15178113720,15208776576,15239439432,15270102288,15316096572,15362090856,15392753712,15438747996,15484742280,15515405136,15576730848,15745376556,15806702268,15822033696,15868027980,15898690836,15929353692,15960016548,15990679404,16021342260,16052005116,16082667972,16113330828,16143993684,16189987968,16220650824,16251313680,16281976536,16312639392,16343302248,16373965104,16450622244,16496616528,16527279384,16603936524,16634599380,16680593664,16711256520,16741919376,16787913660,16833907944,16879902228,16925896512,16956559368,16987222224,17017885080,17048547936,17094542220,17125205076,17171199360,17217193644,17263187928,17293850784,17324513640,17355176496,17385839352,17431833636,17508490776,17569816488,17615810772,17661805056,17707799340,17753793624,17799787908,17845782192,17876445048,17953102188,17999096472,18029759328,18075753612,18106416468,18581690736,19026302148,19072296432,19118290716,19148953572,19210279284,19256273568,19317599280,19424919276,19639559268,19700884980
KW,科威特,其他,https://www.fluentpython.com/data/flags/kw/kw.gif,亚洲,KW,0,0,0,0,0,0,0,0,843228540,843228540,843228540,843228540,1732451364,1732451364,1732451364,2575679904,3265594164,4798736964,5457988368,6837816888,6837816888,6837816888,6837816888,7420411152,7420411152,7420411152,7957011132,7957011132,7957011132,7957011132,7957011132,8386291116,8386291116,8386291116,8386291116,8754245388,8754245388,8754245388,9382833936,9704793924,9980759628,10256725332,10256725332,10256725332,10670673888,11084622444,11299262436,11513902428,11713210992,11912519556,11912519556,11912519556,12081165264,12081165264,12541108104,12847736664,12847736664,13277016648,13568313780,13706296632,13844279484,14120245188,14120245188,14120245188,14242896612,14242896612,14242896612,14242896612,14242896612,14242896612,14242896612,14242896612,14365548036,14365548036,14472868032,14472868032,14702839452,14702839452,14702839452,14840822304,14840822304,14840822304,14840822304,14840822304,14840822304,14886816588,14948142300,14948142300,15055462296,15101456580,15101456580,15147450864,15193445148,15239439432,15239439432,15239439432,15239439432,15239439432,15285433716,15331428000,15377422284,15423416568,15469410852,15776039412,15806702268,15806702268,15806702268,15837365124,15868027980,15868027980,15868027980,15898690836,15898690836,15898690836,15929353692,15960016548,16082667972,16082667972,16174656540,16174656540,16174656540,16205319396,16266645108,16327970820,16358633676,16419959388,16419959388,16419959388,16419959388,16450622244,16511947956,16511947956,16573273668,16603936524,16603936524,16634599380,16634599380,16665262236,16695925092,16772582232,16803245088,16849239372,16879902228,16879902228,16925896512,17002553652,17002553652,17033216508,17109873648,17140536504,17201862216,17232525072,17232525072,17263187928,17263187928,17263187928,17263187928,17263187928,17278519356,17278519356,17278519356,17324513640,17324513640,17355176496,17447165064,17477827920,17477827920,17493159348,17539153632,17539153632,17554485060,17554485060,17646473628,17707799340,17723130768,17738462196,17753793624,17769125052,17769125052,17769125052,17769125052,17815119336,17830450764,17861113620,17907107904,17953102188,17968433616,17968433616,17968433616,18014427900,18060422184,18106416468,18121747896,18137079324,18152410752,18198405036,18213736464,18259730748,18275062176,18336387888,18336387888,18382382172,18382382172,18413045028,18474370740,18489702168,18505033596,18505033596,18551027880,18551027880,18566359308,18735005016,18826993584,18826993584,18826993584,18872987868,18964976436,18964976436,18980307864,19056965004,19102959288,19102959288
