alpha_2,region,,flag,大洲:,origin name,Let's Go,,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01
AO,安哥拉,其他,https://www.fluentpython.com/data/flags/ao/ao.gif,非洲,Angola,0,0,0,0,0,0,0,38,70,70,70,70,70,102,102,159,179,179,179,195,227,244,258,284,284,300,300,314,334,345,354,388,396,410,425,442,470,470,491,521,545,571,577,594,605,616,622,650,674,687,699,718,729,760,798,811,850,873,890,913,934,943,970,981,1006,1031,1055,1095,1131,1152,1173,1205,1239,1271,1308,1337,1365,1391,1413,1450,1480,1493,1509,1535,1583,1626,1659,1693,1729,1788,1843,1888,1927,1968,2009,2055,2113,2173,2230,2288,2366,2449,2519,2611,2673,2736,2835,2920,3011,3104,3186,3262,3350,3437,3529,3626,3703,3775,3841,3898,3989,4073,4163,4237,4307,4383,4469,4569,4633,4686,4734,4800,4864,4940,5032,5094,5152,5225,5310,5383,5435,5501,5553,5605,5661,5720,5774,5827,5880,5951,6007,6060,6126,6172,6211,6250,6294,6346,6386,6415,6447,6493,6541,6616,6653,6691,6725,6756,6782,6816,6853,6887,6925,6976,7013,7068,7155,7194,7236,7288,7320,7350,7379,7411,7457,7488,7514,7544,7569,7594,7625,7649,7680,7717,7746,7778,7809,7837,7861,7886,7918,7950,7979,8013,8037,8068,8092,8116,8143,8162,8185,8216,8243,8297,8340,8365,8387,8412,8433,8456,8484
CL,智利,其他,https://www.fluentpython.com/data/flags/cl/cl.gif,南美,Chile,0,0,30,46,74,106,134,188,223,261,298,336,377,418,455,493,536,574,621,659,692,732,770,822,865,907,944,982,1016,1061,1107,1174,1260,1305,1348,1389,1428,1469,1511,1555,1597,1644,1688,1728,1761,1795,1827,1861,1897,1932,1975,2013,2052,2098,2156,2221,2268,2302,2338,2372,2407,2447,2490,2527,2566,2605,2654,2725,2788,2828,2867,2905,2942,2985,3023,3059,3096,3143,3195,3279,3349,3389,3426,3466,3509,3551,3592,3643,3676,3720,3761,3803,3842,3878,3918,3959,3996,4036,4077,4116,4152,4197,4232,4267,4300,4330,4372,4408,4444,4481,4516,4555,4588,4626,4661,4695,4729,4762,4796,4834,4877,4920,4975,5007,5039,5078,5140,5226,5274,5314,5352,5391,5431,5477,5538,5582,5615,5652,5696,5741,5782,5817,5851,5887,5926,5969,6011,6044,6073,6113,6152,6196,6255,6286,6318,6347,6383,6424,6451,6475,6506,6545,6576,6676,6717,6744,6768,6798,6826,6862,6889,6917,6941,6978,7009,7074,7171,7203,7236,7264,7288,7312,7332,7356,7389,7409,7429,7451,7470,7487,7509,7528,7546,7575,7597,7619,7641,7658,7673,7690,7711,7734,7751,7776,7798,7828,7853,7883,7909,7931,7955,8004,8042,8118,8175,8218,8260,8299,8349,8427,8484
MA,摩洛哥,其他,https://www.fluentpython.com/data/flags/ma/ma.gif,非洲,Morocco,0,0,16,40,47,58,72,87,115,140,159,186,215,242,289,335,382,450,513,582,661,741,819,910,1010,1079,1139,1186,1230,1287,1330,1386,1469,1537,1597,1645,1689,1738,1788,1836,1882,1938,1989,2034,2086,2139,2179,2212,2241,2279,2312,2342,2374,2412,2459,2507,2559,2605,2654,2695,2733,2771,2807,2837,2870,2901,2939,2994,3062,3125,3184,3236,3292,3354,3404,3454,3506,3568,3625,3693,3755,3824,3888,3946,4008,4063,4113,4162,4207,4272,4338,4398,4456,4518,4576,4625,4680,4730,4779,4832,4878,4938,4988,5041,5095,5159,5225,5280,5329,5373,5420,5465,5516,5570,5615,5661,5709,5762,5808,5856,5911,5958,6012,6057,6099,6149,6201,6253,6307,6355,6398,6441,6483,6527,6572,6604,6635,6668,6704,6738,6775,6811,6842,6880,6911,6940,6966,6992,7015,7048,7075,7105,7151,7181,7205,7225,7247,7271,7289,7307,7324,7351,7380,7416,7442,7476,7496,7514,7530,7553,7571,7589,7610,7638,7662,7703,7757,7788,7810,7831,7847,7862,7884,7899,7920,7936,7954,7969,7983,8000,8014,8027,8039,8053,8065,8077,8091,8102,8113,8124,8138,8152,8164,8176,8186,8199,8209,8219,8231,8242,8255,8272,8289,8325,8347,8364,8380,8394,8409,8427,8446
DO,多米尼加,其他,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_the_Dominican_Republic.svg/206px-Flag_of_the_Dominican_Republic.svg.png,北美,Dominican Republic,0,0,42,81,125,198,239,284,355,409,437,474,541,570,596,636,683,725,770,814,839,896,931,960,999,1031,1085,1125,1158,1232,1289,1355,1451,1488,1539,1583,1615,1646,1680,1733,1768,1803,1858,1906,1936,1986,2013,2051,2074,2120,2165,2206,2237,2286,2333,2381,2429,2461,2497,2542,2584,2638,2692,2728,2777,2835,2897,2973,3022,3075,3108,3147,3184,3239,3293,3321,3349,3394,3467,3542,3606,3657,3695,3754,3797,3828,3875,3931,3975,4031,4090,4139,4180,4214,4261,4308,4358,4403,4444,4486,4533,4585,4630,4679,4723,4770,4823,4874,4912,4957,5000,5052,5091,5130,5173,5203,5240,5276,5314,5351,5400,5443,5487,5523,5564,5608,5661,5761,5822,5866,5906,5952,5994,6041,6093,6130,6170,6213,6261,6308,6348,6389,6424,6468,6509,6554,6593,6631,6665,6705,6745,6790,6839,6878,6910,6944,6985,7012,7028,7048,7067,7090,7116,7155,7181,7201,7216,7233,7253,7277,7297,7315,7337,7360,7386,7439,7497,7524,7544,7566,7585,7603,7618,7645,7676,7692,7708,7722,7734,7747,7760,7771,7786,7803,7816,7832,7851,7866,7880,7893,7907,7922,7937,7954,7968,7988,8002,8022,8037,8050,8063,8085,8105,8142,8164,8182,8199,8213,8239,8273,8294
SY,叙利亚,其他,https://www.fluentpython.com/data/flags/sy/sy.gif,亚洲,Syria,0,0,45,88,111,111,111,128,155,222,236,236,253,280,318,344,366,366,401,430,442,499,509,551,570,596,604,618,629,657,691,714,762,796,821,845,879,899,916,955,990,1021,1084,1129,1162,1175,1188,1210,1242,1283,1334,1361,1384,1407,1425,1458,1476,1505,1547,1569,1589,1617,1643,1662,1696,1728,1759,1793,1833,1869,1898,1943,2000,2072,2120,2166,2223,2306,2378,2461,2534,2593,2642,2700,2788,2852,2904,2962,3029,3115,3194,3249,3299,3365,3416,3473,3538,3586,3626,3680,3725,3796,3847,3908,3958,4010,4054,4102,4145,4180,4222,4255,4288,4323,4351,4385,4417,4446,4476,4508,4549,4586,4627,4657,4688,4723,4764,4806,4851,4886,4917,4955,4987,5020,5061,5083,5120,5157,5199,5231,5261,5293,5327,5354,5384,5410,5438,5462,5485,5532,5568,5610,5652,5685,5712,5743,5770,5807,5836,5861,5890,5937,5988,6040,6073,6123,6156,6190,6219,6262,6296,6333,6382,6450,6516,6602,6702,6760,6807,6856,6902,6950,6989,7025,7079,7127,7182,7237,7278,7318,7356,7392,7431,7475,7513,7550,7591,7621,7651,7678,7709,7743,7771,7799,7826,7855,7879,7903,7925,7948,7971,8002,8030,8070,8099,8121,8142,8166,8191,8212,8238
AZ,阿塞拜疆,其他,https://www.fluentpython.com/data/flags/az/az.gif,亚洲,Azerbaijan,0,0,0,58,58,110,199,291,291,336,415,415,455,488,576,659,704,704,750,750,775,799,799,799,836,869,886,886,886,964,976,1045,1096,1108,1120,1130,1196,1214,1222,1253,1303,1358,1407,1447,1499,1541,1593,1639,1678,1692,1766,1804,1859,1913,1967,2067,2140,2169,2226,2289,2344,2412,2442,2487,2539,2589,2643,2717,2813,2889,2962,3055,3119,3187,3233,3291,3341,3423,3513,3585,3657,3722,3784,3860,3943,4018,4083,4147,4213,4286,4354,4427,4495,4558,4627,4680,4740,4801,4857,4907,4960,5022,5081,5153,5211,5265,5319,5361,5408,5448,5492,5535,5592,5655,5702,5754,5795,5839,5878,5911,5949,5982,6019,6047,6077,6108,6146,6190,6228,6264,6296,6327,6360,6389,6430,6458,6488,6519,6554,6586,6611,6641,6663,6683,6709,6730,6755,6775,6799,6828,6851,6879,6925,6950,6971,6990,7013,7039,7059,7079,7096,7122,7144,7176,7199,7222,7242,7259,7276,7294,7312,7332,7353,7375,7400,7441,7497,7524,7548,7569,7589,7608,7623,7640,7663,7680,7700,7720,7735,7752,7765,7778,7791,7805,7821,7836,7852,7864,7877,7889,7901,7917,7928,7938,7948,7961,7972,7983,7995,8009,8023,8047,8067,8103,8127,8142,8155,8171,8187,8201,8222
VN,越南,其他,https://www.fluentpython.com/data/flags/vn/vn.gif,亚洲,Vietnam,0,0,13,52,84,92,120,133,188,203,239,253,286,318,342,384,402,428,454,486,504,520,534,547,572,599,614,629,648,670,698,739,772,787,814,825,854,869,888,924,951,985,1020,1051,1077,1109,1135,1159,1178,1210,1246,1289,1330,1382,1437,1502,1564,1608,1650,1689,1742,1790,1847,1897,1954,2025,2116,2215,2291,2351,2408,2468,2520,2579,2630,2691,2744,2796,2853,2916,2977,3018,3059,3100,3145,3189,3252,3313,3358,3405,3458,3504,3546,3586,3630,3670,3709,3746,3783,3823,3863,3909,3947,4011,4056,4090,4134,4177,4213,4252,4293,4337,4386,4428,4470,4512,4551,4589,4628,4666,4716,4753,4803,4843,4882,4922,4973,5047,5098,5141,5185,5232,5281,5331,5387,5433,5474,5521,5571,5617,5656,5697,5736,5770,5808,5840,5868,5897,5925,5962,5996,6043,6132,6165,6197,6226,6256,6292,6325,6352,6378,6411,6450,6494,6522,6551,6576,6600,6621,6647,6670,6699,6727,6767,6796,6896,6978,7009,7046,7086,7119,7148,7175,7203,7239,7269,7292,7319,7342,7365,7388,7410,7430,7452,7475,7500,7518,7535,7547,7559,7576,7592,7607,7623,7638,7658,7675,7694,7709,7722,7737,7806,7836,7890,7938,7969,7998,8027,8051,8077,8106
GT,瓜地马拉,其他,https://www.fluentpython.com/data/flags/gt/gt.gif,北美,Guatemala,0,0,18,25,43,81,111,129,169,184,203,245,278,320,344,372,395,420,445,488,506,545,567,596,624,666,688,709,730,774,802,865,965,1007,1048,1097,1121,1142,1173,1221,1261,1301,1340,1369,1394,1426,1447,1482,1506,1536,1563,1591,1618,1648,1703,1778,1842,1872,1908,1941,1966,2000,2039,2067,2089,2119,2158,2238,2312,2366,2404,2449,2491,2533,2571,2612,2662,2721,2778,2849,2917,2966,3010,3060,3121,3169,3217,3276,3320,3384,3450,3495,3534,3576,3623,3665,3711,3762,3812,3869,3920,4002,4057,4117,4160,4208,4278,4333,4388,4442,4496,4552,4604,4654,4701,4752,4794,4837,4884,4933,4991,5046,5111,5155,5204,5261,5326,5403,5450,5495,5536,5583,5635,5688,5760,5804,5849,5891,5939,5983,6019,6054,6085,6123,6164,6201,6238,6272,6305,6345,6382,6423,6467,6496,6527,6556,6591,6622,6644,6663,6682,6711,6740,6779,6804,6831,6850,6869,6890,6919,6942,6963,6989,7026,7055,7108,7186,7212,7241,7265,7284,7306,7322,7344,7372,7392,7405,7419,7432,7445,7459,7474,7492,7513,7527,7543,7559,7570,7581,7592,7605,7623,7634,7652,7667,7693,7708,7723,7739,7751,7768,7792,7811,7843,7867,7887,7906,7924,7945,7969,7990
MX,墨西哥,其他,https://www.fluentpython.com/data/flags/mx/mx.gif,北美,Mexico,0,0,22,45,69,89,108,130,162,187,206,229,254,279,303,326,349,378,405,427,452,473,495,523,548,571,597,619,645,674,705,790,888,938,988,1031,1072,1114,1160,1199,1242,1291,1334,1376,1417,1452,1492,1527,1563,1604,1646,1686,1727,1782,1849,1926,1985,2026,2070,2110,2147,2185,2234,2270,2305,2345,2398,2466,2529,2570,2609,2652,2690,2731,2767,2802,2839,2880,2926,2997,3059,3098,3136,3173,3211,3252,3289,3329,3363,3405,3447,3482,3514,3545,3580,3613,3646,3681,3716,3752,3787,3836,3870,3913,3947,3976,4016,4049,4084,4121,4158,4195,4232,4266,4299,4333,4367,4402,4435,4474,4526,4573,4636,4676,4724,4784,4863,4963,5027,5080,5134,5189,5243,5307,5389,5446,5506,5560,5620,5679,5730,5775,5818,5863,5911,5959,6005,6045,6082,6128,6172,6224,6298,6328,6356,6383,6413,6450,6474,6497,6519,6549,6576,6633,6663,6689,6716,6739,6761,6787,6808,6829,6851,6886,6913,6970,7056,7080,7104,7128,7147,7167,7185,7205,7232,7252,7268,7286,7301,7315,7331,7346,7362,7382,7398,7416,7433,7447,7459,7473,7489,7510,7524,7542,7557,7579,7596,7615,7632,7648,7666,7702,7725,7784,7818,7842,7863,7884,7915,7959,7989
BO,波利维亚,其他,https://www.fluentpython.com/data/flags/bo/bo.gif,南美,Bolivia,0,0,4,16,25,25,37,60,81,86,101,111,123,136,154,174,185,208,240,260,278,298,317,343,376,395,417,439,459,483,518,566,634,691,731,759,796,838,885,938,973,1019,1049,1092,1128,1161,1200,1237,1269,1320,1365,1398,1428,1475,1519,1577,1632,1668,1708,1740,1777,1823,1862,1895,1933,1970,2005,2066,2144,2191,2240,2286,2333,2386,2439,2491,2532,2577,2630,2693,2746,2784,2819,2859,2907,2941,2986,3036,3075,3121,3171,3210,3253,3292,3328,3371,3426,3488,3546,3590,3634,3681,3728,3778,3822,3862,3915,3961,4009,4056,4106,4156,4204,4249,4298,4342,4384,4428,4477,4526,4587,4642,4710,4753,4799,4847,4901,4973,5004,5031,5059,5086,5114,5142,5178,5206,5233,5260,5289,5316,5362,5408,5450,5496,5541,5593,5646,5691,5728,5776,5822,5869,5939,5975,6012,6049,6088,6135,6173,6206,6235,6272,6311,6363,6399,6433,6460,6490,6519,6552,6582,6610,6640,6685,6719,6786,6886,6920,6960,6994,7022,7051,7079,7110,7149,7180,7201,7222,7249,7272,7294,7313,7332,7357,7379,7399,7422,7439,7454,7468,7484,7509,7526,7546,7567,7595,7616,7634,7654,7670,7692,7727,7753,7794,7826,7854,7878,7902,7929,7958,7981
PE,秘鲁,其他,https://www.fluentpython.com/data/flags/pe/pe.gif,南美,Peru,0,0,41,88,136,188,236,322,388,447,503,563,625,686,741,799,855,899,948,999,1056,1109,1155,1203,1248,1293,1332,1372,1415,1455,1494,1554,1654,1711,1759,1804,1844,1887,1929,1967,2008,2050,2089,2124,2155,2184,2214,2245,2275,2308,2337,2370,2399,2434,2478,2525,2563,2591,2624,2651,2677,2708,2741,2770,2803,2835,2872,2928,2974,3008,3042,3082,3118,3155,3191,3227,3262,3302,3345,3402,3447,3479,3512,3543,3580,3617,3648,3689,3722,3759,3796,3828,3853,3882,3911,3936,3969,4009,4043,4077,4110,4149,4179,4212,4239,4264,4298,4329,4362,4394,4429,4466,4500,4534,4567,4597,4628,4658,4689,4723,4767,4808,4863,4902,4938,4981,5028,5085,5127,5170,5202,5236,5269,5303,5351,5386,5418,5451,5488,5520,5554,5585,5616,5648,5679,5712,5749,5780,5809,5845,5878,5913,5958,5985,6012,6040,6071,6104,6132,6155,6176,6204,6237,6279,6306,6332,6352,6377,6400,6431,6457,6482,6508,6549,6579,6637,6713,6746,6779,6807,6831,6855,6879,6903,6943,6968,6987,7007,7026,7044,7064,7083,7102,7126,7146,7168,7187,7200,7210,7222,7236,7257,7272,7293,7309,7334,7353,7372,7391,7406,7424,7450,7475,7522,7555,7582,7607,7631,7661,7699,7729
JO,约旦,其他,https://www.fluentpython.com/data/flags/jo/jo.gif,亚洲,Jordan,0,0,25,40,40,40,71,82,92,108,117,151,167,195,218,234,245,264,280,322,328,346,364,374,416,433,449,476,507,530,561,597,658,693,718,763,803,842,857,882,916,942,968,984,1007,1036,1053,1078,1096,1111,1130,1141,1152,1170,1207,1238,1262,1279,1310,1330,1354,1387,1405,1426,1447,1481,1527,1582,1626,1664,1700,1751,1807,1872,1923,1972,2042,2129,2210,2310,2381,2433,2490,2555,2644,2715,2768,2822,2882,2970,3060,3130,3189,3269,3327,3380,3442,3494,3558,3615,3663,3734,3786,3839,3892,3945,4002,4057,4108,4157,4202,4252,4304,4351,4402,4448,4490,4532,4569,4613,4664,4701,4754,4795,4834,4888,4941,4997,5044,5085,5120,5162,5199,5233,5278,5307,5344,5382,5430,5471,5505,5540,5575,5604,5639,5665,5693,5719,5746,5793,5831,5869,5911,5939,5964,5984,6010,6040,6063,6082,6104,6141,6180,6224,6249,6287,6310,6331,6352,6378,6400,6421,6445,6485,6521,6568,6639,6665,6689,6711,6730,6748,6768,6786,6812,6831,6850,6868,6884,6900,6914,6927,6943,6967,6984,7000,7017,7031,7040,7053,7070,7090,7104,7122,7137,7156,7170,7188,7206,7221,7237,7264,7290,7331,7361,7386,7408,7433,7453,7478,7507
MG,马达加斯加,其他,https://www.fluentpython.com/data/flags/mg/mg.gif,非洲,Madagascar,0,0,0,0,0,47,47,47,92,92,92,92,92,92,92,134,134,134,134,197,197,197,225,252,252,252,252,252,270,270,303,319,402,402,432,446,460,460,472,509,531,553,600,610,627,654,662,684,691,699,725,744,763,799,835,890,901,907,923,951,961,982,1003,1038,1052,1076,1089,1141,1171,1210,1228,1246,1263,1303,1344,1380,1418,1452,1507,1530,1567,1594,1609,1642,1669,1684,1716,1757,1791,1829,1871,1914,1955,1975,2008,2052,2099,2154,2195,2235,2256,2325,2368,2409,2441,2468,2527,2570,2620,2662,2715,2760,2811,2844,2886,2925,2957,2996,3035,3076,3114,3155,3199,3251,3308,3361,3411,3478,3537,3577,3630,3693,3754,3822,3890,3959,4021,4080,4146,4204,4259,4323,4382,4434,4490,4553,4614,4680,4746,4816,4883,4946,5046,5107,5161,5218,5280,5350,5393,5424,5462,5511,5561,5629,5667,5718,5765,5811,5858,5898,5938,5987,6031,6085,6133,6199,6292,6350,6415,6460,6508,6550,6584,6610,6652,6689,6721,6747,6773,6803,6831,6862,6893,6922,6946,6969,6991,7009,7028,7046,7069,7090,7110,7134,7147,7173,7186,7203,7223,7241,7265,7289,7307,7337,7360,7382,7401,7423,7445,7467,7491
AR,阿根廷,其他,https://www.fluentpython.com/data/flags/ar/ar.gif,南美,Argentina,0,0,11,21,35,46,56,81,97,109,126,143,159,173,194,211,225,239,253,266,281,297,307,320,333,346,360,373,388,411,428,468,527,552,572,591,604,626,658,681,700,726,750,768,785,804,827,846,864,892,924,960,989,1022,1063,1101,1139,1164,1200,1224,1252,1284,1329,1362,1394,1425,1471,1523,1570,1605,1637,1676,1711,1754,1799,1840,1878,1921,1969,2069,2140,2179,2214,2252,2297,2337,2379,2443,2481,2532,2577,2617,2654,2690,2727,2765,2804,2852,2894,2937,2976,3030,3073,3118,3154,3189,3240,3283,3328,3371,3424,3471,3512,3551,3587,3622,3659,3693,3731,3770,3817,3861,3918,3955,3994,4041,4101,4192,4242,4301,4346,4393,4442,4502,4573,4620,4662,4704,4751,4795,4833,4871,4908,4945,4983,5025,5073,5109,5143,5185,5224,5273,5325,5358,5395,5431,5474,5514,5545,5570,5592,5628,5658,5709,5740,5769,5792,5823,5847,5882,5911,5936,5962,6004,6039,6127,6226,6257,6287,6318,6336,6363,6388,6416,6449,6474,6499,6522,6540,6564,6583,6600,6617,6648,6668,6692,6711,6728,6743,6761,6781,6808,6827,6851,6871,6898,6921,6946,6968,6986,7010,7052,7087,7167,7214,7252,7284,7316,7353,7402,7438
GN,几内亚,其他,https://www.fluentpython.com/data/flags/gn/gn.gif,非洲,Guinea,0,0,30,96,96,125,144,167,167,230,253,334,377,456,474,474,540,540,540,587,622,639,639,688,716,716,742,766,817,827,827,897,912,975,1027,1080,1104,1117,1147,1147,1166,1177,1186,1215,1236,1256,1256,1256,1265,1284,1293,1302,1322,1322,1349,1359,1392,1400,1424,1446,1461,1477,1491,1507,1514,1521,1521,1528,1561,1568,1575,1575,1575,1584,1593,1593,1609,1618,1618,1618,1627,1627,1644,1644,1644,1644,1651,1660,1669,1695,1719,1739,1749,1755,1785,1798,1817,1829,1853,1871,1902,1937,1975,2002,2024,2049,2087,2131,2175,2226,2273,2314,2371,2447,2513,2592,2657,2708,2754,2816,2911,2994,3078,3153,3227,3327,3425,3523,3597,3664,3737,3833,3931,4026,4104,4173,4245,4321,4408,4489,4564,4623,4690,4748,4805,4859,4898,4940,4986,5058,5125,5199,5283,5332,5379,5422,5471,5523,5556,5587,5621,5663,5719,5802,5846,5891,5931,5965,5996,6038,6074,6105,6146,6193,6239,6289,6366,6406,6449,6483,6514,6544,6574,6600,6645,6680,6719,6748,6769,6791,6812,6834,6857,6884,6907,6930,6953,6974,6996,7016,7035,7049,7064,7083,7101,7123,7143,7161,7182,7199,7216,7238,7259,7288,7307,7322,7338,7355,7366,7379,7394
MY,马来西亚,其他,https://www.fluentpython.com/data/flags/my/my.gif,亚洲,Malaysia,0,0,9,26,47,63,88,121,145,159,167,194,201,219,234,242,258,265,267,273,288,297,314,322,332,349,354,369,386,402,425,462,524,547,577,595,617,640,669,693,717,752,776,799,830,857,888,912,927,962,996,1029,1065,1096,1144,1201,1245,1277,1307,1334,1368,1403,1438,1462,1485,1515,1567,1628,1675,1713,1740,1770,1797,1822,1849,1879,1903,1938,1975,2056,2130,2168,2201,2226,2261,2287,2314,2344,2370,2399,2436,2466,2490,2519,2548,2571,2599,2632,2657,2683,2714,2749,2778,2827,2863,2893,2939,2970,3018,3055,3091,3131,3183,3227,3266,3311,3346,3391,3428,3461,3501,3539,3580,3613,3649,3693,3742,3838,3921,3965,4013,4058,4103,4149,4203,4244,4280,4320,4365,4400,4440,4479,4519,4558,4602,4642,4683,4728,4766,4813,4856,4912,5000,5037,5073,5109,5147,5189,5235,5262,5289,5325,5362,5425,5459,5494,5530,5565,5597,5630,5663,5697,5725,5767,5798,5896,5996,6032,6072,6109,6138,6168,6196,6228,6259,6282,6304,6326,6345,6367,6391,6411,6433,6458,6479,6504,6526,6544,6558,6574,6591,6613,6633,6658,6679,6702,6720,6743,6763,6780,6805,6865,6903,6985,7059,7098,7134,7166,7198,7242,7285
TZ,坦桑尼亚,其他,https://www.fluentpython.com/data/flags/tz/tz.gif,非洲,Tanzania,0,0,37,37,37,37,83,109,109,155,198,222,247,247,247,319,359,359,380,380,380,380,380,380,380,398,448,484,484,484,498,530,545,559,574,589,602,617,653,676,706,752,804,813,837,860,860,888,902,1002,1038,1060,1097,1140,1180,1215,1247,1329,1354,1391,1404,1449,1469,1487,1521,1533,1572,1633,1660,1675,1704,1732,1750,1769,1782,1803,1818,1830,1854,1876,1906,1920,1947,1967,2003,2017,2043,2051,2075,2098,2126,2149,2171,2189,2208,2230,2267,2303,2333,2361,2398,2450,2488,2531,2558,2591,2641,2688,2737,2799,2848,2886,2939,2984,3040,3116,3172,3232,3282,3326,3385,3440,3506,3544,3586,3635,3696,3749,3790,3827,3876,3930,3982,4042,4112,4155,4198,4259,4319,4376,4422,4459,4502,4545,4588,4652,4698,4733,4773,4833,4877,4927,4983,5023,5062,5096,5138,5188,5224,5249,5275,5321,5366,5434,5468,5502,5537,5567,5596,5636,5664,5696,5738,5793,5841,5904,5973,6010,6052,6094,6126,6162,6190,6221,6263,6294,6329,6362,6385,6412,6445,6474,6504,6545,6570,6600,6632,6664,6698,6729,6753,6778,6801,6820,6837,6859,6879,6899,6918,6937,6956,6989,7013,7062,7107,7134,7157,7187,7210,7235,7266
YE,也门,其他,https://www.fluentpython.com/data/flags/ye/ye.gif,亚洲,Yemen,0,0,0,30,30,30,48,68,87,103,103,124,164,178,178,192,214,238,249,272,307,307,353,365,376,402,429,429,451,472,500,508,516,537,559,575,594,632,644,656,687,727,756,774,811,862,892,921,947,968,1009,1050,1087,1113,1157,1213,1247,1306,1348,1381,1423,1469,1507,1549,1598,1641,1679,1726,1779,1829,1878,1928,2001,2101,2143,2201,2248,2299,2376,2443,2516,2571,2642,2701,2774,2828,2892,2959,3008,3078,3154,3204,3253,3317,3364,3427,3510,3549,3603,3654,3694,3757,3803,3850,3893,3948,4008,4070,4134,4185,4229,4287,4348,4402,4445,4487,4539,4582,4628,4676,4732,4777,4840,4889,4924,4975,5022,5069,5110,5150,5185,5224,5253,5290,5335,5366,5395,5420,5444,5471,5499,5527,5557,5583,5609,5635,5655,5676,5697,5732,5758,5792,5830,5856,5880,5903,5925,5951,5975,5997,6017,6044,6083,6129,6154,6187,6210,6233,6247,6263,6280,6298,6321,6350,6376,6411,6463,6495,6519,6544,6559,6577,6598,6618,6644,6665,6686,6705,6722,6738,6753,6769,6788,6806,6823,6840,6860,6873,6884,6899,6914,6930,6943,6955,6969,6985,6999,7012,7025,7037,7052,7070,7086,7109,7129,7151,7167,7187,7202,7219,7237
