alpha_2,region,,flag,大洲:,origin name,Let's Go,,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01
GE,格鲁吉亚,其他,https://www.fluentpython.com/data/flags/ge/ge.gif,亚洲,GE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475274268,475274268,475274268,475274268,475274268,475274268,475274268,475274268,475274268,1011874248,1011874248,1272508524,1272508524,1563805656,1563805656,1563805656,1563805656,1563805656,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,2085074208,2085074208,2085074208,2085074208,2085074208,2085074208,2085074208,2085074208,2085074208,2085074208,2085074208,2085074208,2085074208,2115737064,2115737064,2146399920,2146399920,2192394204,2223057060,2223057060,2253719916,2253719916,2284382772,2345708484,2345708484,2345708484,2345708484,2391702768,2453028480,2453028480,2499022764,2514354192,2514354192,2545017048,2545017048,2545017048,2575679904,2606342760,2621674188,2621674188,2652337044,2652337044,2667668472,2774988468,2928302748,3004959888,3035622744,3158274168,3311588448,3357582732,3418908444,3449571300,3679542720,3740868432,3817525572,3832857000,3955508424,4016834136,4093491276,4185479844,4216142700,4231474128,4246805556,4292799840,4323462696,4338794124,4354125552,4369456980,4384788408,4400119836,4400119836,4461445548,4492108404,4538102688,4553434116,4599428400,4614759828,4630091256,4645422684,4660754112,4676085540,4706748396,4768074108,4829399820,4875394104,4906056960,4906056960,4936719816,4967382672,4982714100,4982714100,5044039812,5059371240,5074702668,5136028380,5151359808,5166691236,5197354092,5258679804,5289342660,5304674088,5304674088,5320005516,5320005516,5381331228,5411994084,5457988368,5488651224,5534645508,5549976936,5565308364,5580639792,5611302648,5626634076,5657296932,5657296932,5657296932,5687959788,5718622644,5733954072,5749285500,5764616928,5764616928,5779948356,5779948356,5795279784,5795279784,5795279784,5825942640,5871936924,5933262636,5979256920,6025251204,6055914060,6086576916,6101908344,6117239772,6316548336,7849691136,8830902528
LY,利比亚,其他,https://www.fluentpython.com/data/flags/ly/ly.gif,非洲,LY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291297132,291297132,291297132,291297132,291297132,291297132,291297132,291297132,291297132,291297132,291297132,291297132,291297132,567262836,889222824,889222824,889222824,889222824,889222824,889222824,889222824,889222824,889222824,889222824,889222824,889222824,889222824,889222824,889222824,889222824,889222824,889222824,1134525672,1134525672,1134525672,1134525672,1379828520,1379828520,1379828520,1379828520,1625131368,1625131368,1625131368,1625131368,1625131368,1885765644,1885765644,1885765644,1885765644,1885765644,1885765644,2115737064,2115737064,2115737064,2115737064,2115737064,2115737064,2115737064,2115737064,2115737064,2115737064,2115737064,2115737064,2115737064,2115737064,2115737064,2115737064,2115737064,2115737064,2345708484,2345708484,2345708484,2560348476,2989628460,2989628460,3173605596,3173605596,3403577016,3403577016,3403577016,3403577016,3863519856,4062828420,4062828420,4062828420,4062828420,4062828420,4062828420,4062828420,4062828420,4415451264,4584096972,4752742680,4752742680,5228016948,5565308364,5565308364,5733954072,5933262636,7236434016,8769576816
PH,菲律宾,其他,https://www.fluentpython.com/data/flags/ph/ph.gif,亚洲,PH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107319996,107319996,107319996,107319996,107319996,107319996,199308564,199308564,199308564,291297132,291297132,291297132,459942840,459942840,459942840,459942840,459942840,536599980,613257120,689914260,689914260,689914260,689914260,812565684,812565684,889222824,889222824,889222824,889222824,889222824,950548536,950548536,950548536,950548536,1073199960,1073199960,1073199960,1073199960,1180519956,1241845668,1395159948,1395159948,1441154232,1441154232,1441154232,1441154232,1441154232,1441154232,1579137084,1579137084,1625131368,1625131368,1625131368,1671125652,1671125652,1717119936,1763114220,1809108504,1855102788,1855102788,1855102788,2008417068,2054411352,2054411352,2054411352,2054411352,2054411352,2054411352,2100405636,2100405636,2100405636,2100405636,2100405636,2100405636,2146399920,2238388488,2238388488,2238388488,2284382772,2284382772,2284382772,2284382772,2330377056,2376371340,2422365624,2545017048,2575679904,2728994184,2728994184,2851645608,3035622744,3326919876,3526228440,3664211292,3771531288,3878851284,4108822704,4185479844,4277468412,4369456980,4400119836,4400119836,4461445548,4492108404,4553434116,4553434116,4630091256,4676085540,4676085540,4768074108,4814068392,4814068392,4890725532,4936719816,5013376956,5074702668,5105365524,5136028380,5197354092,5228016948,5304674088,5335336944,5427325512,5641965504,7175108304,8493611112
JO,约旦,其他,https://www.fluentpython.com/data/flags/jo/jo.gif,亚洲,JO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613257120,613257120,613257120,613257120,613257120,613257120,613257120,613257120,1103862816,1103862816,1103862816,2131068492,2131068492,2131068492,2606342760,2606342760,2606342760,2606342760,2606342760,2606342760,2606342760,2606342760,2606342760,2606342760,2606342760,2606342760,2606342760,2606342760,2805651324,2805651324,2805651324,2805651324,2805651324,2805651324,2897639892,2897639892,2897639892,2897639892,2897639892,2897639892,2897639892,2897639892,2974297032,2974297032,2974297032,2974297032,2974297032,2974297032,2974297032,2974297032,3035622744,3035622744,3035622744,3035622744,3035622744,3035622744,3096948456,3158274168,3158274168,3158274168,3158274168,3158274168,3219599880,3265594164,3418908444,3418908444,3464902728,3464902728,3464902728,3572222724,3618217008,3664211292,3664211292,3664211292,3664211292,3664211292,3664211292,3664211292,3664211292,3664211292,3710205576,3756199860,3756199860,3802194144,3848188428,3848188428,3848188428,3894182712,3894182712,3894182712,3894182712,3940176996,3940176996,4062828420,4062828420,4062828420,4062828420,4062828420,4062828420,4062828420,4062828420,4062828420,4062828420,4062828420,4062828420,4124154132,4124154132,4124154132,4185479844,4185479844,4185479844,4308131268,4369456980,4430782692,4430782692,4568765544,4568765544,4568765544,4568765544,4630091256,4829399820,4829399820,4890725532,5013376956,5013376956,5013376956,5013376956,5013376956,5013376956,5074702668,5136028380,5136028380,5136028380,5182022664,5274011232,5320005516,5473319796,5473319796,5519314080,5565308364,5611302648,5764616928,5825942640,5871936924,5994588348,5994588348,6163234056,6224559768,6224559768,6285885480,7819028280,8232976836
MG,马达加斯加,其他,https://www.fluentpython.com/data/flags/mg/mg.gif,非洲,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533142800,1533142800,2269051344,2269051344,2269051344,3679542720,3679542720,3679542720,3679542720,3679542720,3679542720,3679542720,3679542720,3679542720,3679542720,3679542720,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4231474128,4814068392,4814068392,4814068392,4814068392,4814068392,5396662656,5396662656,5396662656,5396662656,5396662656,5396662656,5396662656,5396662656,5396662656,5396662656,5396662656,5396662656,5396662656,5396662656,5396662656,6132571200,6132571200,6776491176,6776491176,6776491176,6776491176,6776491176,6776491176,6776491176,6776491176,6776491176,6776491176,6776491176,6776491176,6776491176,6776491176,7374416868,7374416868,7374416868,7374416868,7374416868,7374416868,7374416868,8003005416,8003005416
GB,英国,其他,https://www.fluentpython.com/data/flags/gb/gb.gif,欧洲,GB,0,0,15331428,30662856,30662856,30662856,30662856,30662856,30662856,45994284,61325712,61325712,61325712,61325712,91988568,107319996,107319996,107319996,107319996,107319996,122651424,153314280,168645708,168645708,183977136,199308564,229971420,229971420,245302848,260634276,260634276,260634276,260634276,260634276,275965704,291297132,321959988,321959988,321959988,337291416,337291416,352622844,367954272,367954272,383285700,413948556,444611412,459942840,475274268,490605696,490605696,505937124,536599980,551931408,567262836,582594264,597925692,628588548,643919976,674582832,720577116,812565684,889222824,965879964,1042537104,1119194244,1241845668,1318502808,1349165664,1379828520,1410491376,1425822804,1441154232,1487148516,1533142800,1563805656,1609799940,1640462796,1686457080,1747782792,1839771360,1916428500,2008417068,2100405636,2177062776,2238388488,2238388488,2253719916,2269051344,2284382772,2299714200,2315045628,2315045628,2330377056,2345708484,2345708484,2361039912,2376371340,2391702768,2407034196,2422365624,2453028480,2468359908,2483691336,2483691336,2499022764,2499022764,2499022764,2499022764,2499022764,2499022764,2499022764,2499022764,2499022764,2499022764,2499022764,2499022764,2499022764,2499022764,2499022764,2499022764,2499022764,2499022764,2514354192,2529685620,2560348476,2621674188,2652337044,2667668472,2713662756,2790319896,2805651324,2836314180,2851645608,2974297032,3066285600,3096948456,3127611312,3142942740,3173605596,3188937024,3219599880,3234931308,3250262736,3265594164,3280925592,3296257020,3311588448,3326919876,3342251304,3357582732,3372914160,3372914160,3388245588,3388245588,3388245588,3403577016,3418908444,3434239872,3449571300,3449571300,3449571300,3464902728,3510897012,3572222724,3618217008,3664211292,3725537004,3786862716,3848188428,3924845568,4001502708,4078159848,4124154132,4170148416,4200811272,4231474128,4277468412,4323462696,4354125552,4415451264,4461445548,4507439832,4538102688,4568765544,4599428400,4645422684,4691416968,4737411252,4783405536,4829399820,4860062676,4906056960,4921388388,4952051244,4982714100,4998045528,5013376956,5028708384,5044039812,5059371240,5090034096,5120696952,5151359808,5166691236,5182022664,5197354092,5228016948,5243348376,5258679804,5274011232,5289342660,5304674088,5320005516,5335336944,5350668372,5365999800,5381331228,5411994084,5611302648,7144445448,8003005416
LT,立陶宛,其他,https://www.fluentpython.com/data/flags/lt/lt.gif,欧洲,LT,0,0,183977136,183977136,183977136,183977136,183977136,183977136,183977136,183977136,183977136,183977136,183977136,183977136,183977136,183977136,183977136,275965704,275965704,367954272,459942840,459942840,459942840,459942840,459942840,582594264,582594264,689914260,689914260,689914260,689914260,797234256,797234256,797234256,797234256,797234256,797234256,797234256,797234256,797234256,797234256,797234256,797234256,797234256,858559968,858559968,858559968,858559968,873891396,873891396,889222824,904554252,904554252,904554252,919885680,935217108,950548536,965879964,965879964,965879964,981211392,1011874248,1027205676,1027205676,1027205676,1027205676,1027205676,1027205676,1057868532,1057868532,1057868532,1073199960,1103862816,1103862816,1119194244,1134525672,1134525672,1134525672,1134525672,1149857100,1149857100,1180519956,1180519956,1180519956,1241845668,1287839952,1287839952,1287839952,1303171380,1303171380,1318502808,1318502808,1318502808,1318502808,1333834236,1379828520,1379828520,1395159948,1395159948,1410491376,1425822804,1456485660,1487148516,1502479944,1517811372,1517811372,1533142800,1563805656,1579137084,1579137084,1579137084,1594468512,1609799940,1609799940,1609799940,1609799940,1625131368,1640462796,1640462796,1640462796,1640462796,1655794224,1655794224,1686457080,1732451364,1793777076,1947091356,2008417068,2054411352,2131068492,2238388488,2253719916,2284382772,2330377056,2667668472,2882308464,2912971320,2943634176,2958965604,2974297032,3004959888,3035622744,3066285600,3066285600,3066285600,3096948456,3112279884,3142942740,3158274168,3173605596,3188937024,3188937024,3188937024,3219599880,3250262736,3250262736,3280925592,3280925592,3296257020,3311588448,3311588448,3342251304,3357582732,3372914160,3403577016,3418908444,3434239872,3464902728,3480234156,3480234156,3495565584,3541559868,3556891296,3618217008,3648879864,3694874148,3725537004,3756199860,3802194144,3817525572,3848188428,3863519856,3878851284,3924845568,3940176996,3970839852,4001502708,4001502708,4032165564,4078159848,4108822704,4154816988,4185479844,4200811272,4216142700,4231474128,4231474128,4262136984,4262136984,4292799840,4323462696,4338794124,4354125552,4384788408,4400119836,4415451264,4430782692,4461445548,4492108404,4538102688,4568765544,4584096972,4584096972,4599428400,4599428400,4614759828,4630091256,4645422684,4676085540,4875394104,6408536904,7865022564
MZ,莫桑比克,其他,https://www.fluentpython.com/data/flags/mz/mz.gif,非洲,MZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735908544,735908544,735908544,1272508524,1272508524,1809108504,1809108504,3342251304,3342251304,3342251304,3342251304,3342251304,3342251304,3342251304,3342251304,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3633548436,3909514140,3909514140,3909514140,3909514140,3909514140,3909514140,3909514140,3909514140,3909514140,3909514140,3909514140,4154816988,4154816988,4154816988,4154816988,4154816988,4154816988,4154816988,4154816988,4154816988,4154816988,4400119836,4400119836,4660754112,4936719816,4936719816,4936719816,4936719816,4936719816,5182022664,5182022664,5182022664,5182022664,5442656940,5687959788,5687959788,5687959788,5687959788,5687959788,5687959788,6347211192,6347211192,6347211192,6347211192,6592514040,6837816888,6837816888,7083119736,7083119736,7083119736,7083119736,7083119736,7083119736,7083119736,7083119736,7083119736,7083119736,7083119736,7083119736,7313091156,7313091156,7313091156,7313091156,7773033996,7773033996
TM,土库曼斯坦,其他,https://www.fluentpython.com/data/flags/tm/tm.gif,亚洲,TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,2269051344,2269051344,2269051344,2269051344,2269051344,2269051344,2269051344,2269051344,2269051344,2269051344,2269051344,2269051344,2269051344,2269051344,2269051344,2269051344,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2575679904,2866977036,3004959888,3004959888,3127611312,3127611312,3127611312,3127611312,3127611312,3357582732,3464902728,3464902728,3464902728,3556891296,3832857000,3832857000,4108822704,4200811272,4200811272,4200811272,4200811272,4200811272,4292799840,4292799840,4292799840,4369456980,4430782692,4430782692,4430782692,4430782692,4430782692,4430782692,4553434116,4737411252,4737411252,4798736964,4860062676,4860062676,4860062676,4860062676,4860062676,4921388388,4921388388,4921388388,4921388388,4921388388,4982714100,4982714100,5044039812,5044039812,5090034096,5090034096,5090034096,5090034096,5090034096,5090034096,5136028380,5136028380,5136028380,5136028380,5182022664,5228016948,5228016948,5228016948,5228016948,5304674088,5304674088,5304674088,5304674088,5304674088,5304674088,5396662656,5442656940,5442656940,5442656940,5442656940,5488651224,5534645508,5534645508,5534645508,5565308364,5565308364,5641965504,5687959788,5687959788,5733954072,5764616928,5764616928,5764616928,5764616928,5764616928,5764616928,5810611212,5810611212,5810611212,5810611212,5810611212,5810611212,5810611212,5856605496,6515856900,7757702568
SA,沙特阿拉伯,其他,https://www.fluentpython.com/data/flags/sa/sa.gif,亚洲,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444611412,444611412,444611412,858559968,858559968,858559968,858559968,858559968,858559968,858559968,858559968,935217108,1011874248,1011874248,1011874248,1011874248,1011874248,1011874248,1073199960,1073199960,1073199960,1073199960,1073199960,1073199960,1073199960,1073199960,1073199960,1073199960,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1165188528,1165188528,1165188528,1211182812,1211182812,1211182812,1211182812,1211182812,1211182812,1257177096,1257177096,1257177096,1257177096,1257177096,1333834236,1410491376,1410491376,1410491376,1502479944,1502479944,1548474228,1625131368,1625131368,1625131368,1671125652,1747782792,1747782792,1747782792,1809108504,1809108504,1809108504,1809108504,1809108504,1809108504,1809108504,1809108504,1839771360,1839771360,1839771360,1839771360,1839771360,1839771360,1916428500,2023748496,2023748496,2023748496,2023748496,2054411352,2054411352,2054411352,2085074208,2085074208,2085074208,2085074208,2131068492,2161731348,2161731348,2238388488,2238388488,2269051344,2269051344,2269051344,2269051344,2269051344,2269051344,2315045628,2361039912,2407034196,2407034196,2407034196,2437697052,2483691336,2483691336,2560348476,2682999900,2682999900,2836314180,2989628460,3066285600,3096948456,3142942740,3326919876,3357582732,3434239872,3434239872,3510897012,3510897012,3602885580,3694874148,3694874148,3725537004,3756199860,3817525572,3817525572,3817525572,3894182712,3894182712,3894182712,3955508424,3955508424,3955508424,3986171280,3986171280,4016834136,4047496992,4078159848,4139485560,4200811272,4262136984,4384788408,4553434116,6086576916,7558394004
YE,也门,其他,https://www.fluentpython.com/data/flags/ye/ye.gif,亚洲,YE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551931408,551931408,551931408,551931408,551931408,551931408,551931408,551931408,551931408,551931408,551931408,551931408,551931408,551931408,551931408,551931408,551931408,551931408,551931408,551931408,551931408,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,827897112,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1119194244,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1471817088,1793777076,1793777076,2161731348,2161731348,2161731348,2161731348,2161731348,2161731348,2161731348,2161731348,2161731348,2514354192,3403577016,3403577016,3403577016,3403577016,3403577016,3710205576,3710205576,3710205576,3710205576,4338794124,4338794124,4691416968,6025251204,7558394004
ZM,赞比亚,其他,https://www.fluentpython.com/data/flags/zm/zm.gif,非洲,ZM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1241845668,1717119936,2177062776,2652337044,3127611312,3127611312,3127611312,3127611312,3127611312,3127611312,3127611312,3572222724,3572222724,4354125552,4354125552,4354125552,4354125552,4354125552,4354125552,4768074108,4768074108,4768074108,4768074108,5565308364,5979256920,5979256920,5979256920,5979256920,5979256920,5979256920,5979256920,5979256920,5979256920,7512399720,7512399720
KG,吉尔吉斯坦,其他,https://www.fluentpython.com/data/flags/kg/kg.gif,亚洲,KG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1533142800,1962422784,1962422784,1962422784,1962422784,1962422784,1962422784,1962422784,1962422784,1962422784,1962422784,1962422784,2100405636,2100405636,2100405636,2100405636,2100405636,2100405636,2100405636,2269051344,2269051344,2269051344,2269051344,2422365624,2422365624,2499022764,2499022764,2499022764,2499022764,2499022764,2560348476,2560348476,2606342760,2606342760,2652337044,2805651324,3326919876,3388245588,3449571300,3618217008,3878851284,4016834136,4231474128,4231474128,5105365524,5350668372,5427325512,5427325512,5473319796,5473319796,5473319796,5473319796,5473319796,5473319796,5473319796,5503982652,5565308364,5565308364,5565308364,5595971220,5595971220,5595971220,5595971220,5595971220,5626634076,5657296932,5657296932,5657296932,5657296932,5687959788,5687959788,5687959788,5718622644,5718622644,5749285500,5749285500,5749285500,5749285500,5749285500,5749285500,5749285500,5749285500,5749285500,5749285500,5764616928,5764616928,5764616928,5795279784,5825942640,5825942640,5841274068,5856605496,5856605496,5871936924,5917931208,5917931208,5917931208,5963925492,6009919776,6009919776,6009919776,6009919776,6025251204,6025251204,6040582632,6040582632,6040582632,6055914060,6071245488,6086576916,6086576916,6132571200,6178565484,6178565484,6193896912,6193896912,6193896912,6193896912,6224559768,6224559768,6239891196,6285885480,6285885480,6285885480,6285885480,6285885480,6285885480,6347211192,6362542620,6515856900,7113782592,7466405436
